Time,Power,Operation,FR,CR,Rho,Insert_Rho
1840,1.02249E-08,8.46858E-09,12,22.63,74.72,1094.36
1841,1.03493E-08,8.75694E-09,12,22.63,74.72,1094.36
1842,1.04753E-08,7.95145E-09,12,22.63,74.72,1094.36
1843,1.06027E-08,8.80182E-09,12,22.63,74.72,1094.36
1844,1.07317E-08,8.46601E-09,12,22.63,74.72,1094.36
1845,1.08622E-08,9.11353E-09,12,22.63,74.72,1094.36
1846,1.09944E-08,9.8217E-09,12,22.63,74.72,1094.36
1847,1.11281E-08,9.33751E-09,12,22.63,74.72,1094.36
1848,1.12634E-08,9.54775E-09,12,22.63,74.72,1094.36
1849,1.14004E-08,8.66855E-09,12,22.63,74.72,1094.36
1850,1.1539E-08,9.92977E-09,12,22.63,74.72,1094.36
1851,1.16793E-08,1.04065E-08,12,22.63,74.72,1094.36
1852,1.18213E-08,1.00613E-08,12,22.63,74.72,1094.36
1853,1.1965E-08,1.03485E-08,12,22.63,74.72,1094.36
1854,1.21104E-08,1.01182E-08,12,22.63,74.72,1094.36
1855,1.22576E-08,1.1082E-08,12,22.63,74.72,1094.36
1856,1.24066E-08,9.84142E-09,12,22.63,74.72,1094.36
1857,1.25574E-08,1.08292E-08,12,22.63,74.72,1094.36
1858,1.271E-08,1.00084E-08,12,22.63,74.72,1094.36
1859,1.28644E-08,1.05866E-08,12,22.63,74.72,1094.36
1860,1.30207E-08,1.24977E-08,12,22.63,74.72,1094.36
1861,1.31789E-08,1.0918E-08,12,22.63,74.72,1094.36
1862,1.3339E-08,1.25008E-08,12,22.63,74.72,1094.36
1863,1.35011E-08,1.09803E-08,12,22.63,74.72,1094.36
1864,1.36651E-08,1.1542E-08,12,22.63,74.72,1094.36
1865,1.38311E-08,1.03634E-08,12,22.63,74.72,1094.36
1866,1.39991E-08,1.14702E-08,12,22.63,74.72,1094.36
1867,1.39997E-08,1.04219E-08,12,22.531,67.59,1087.23
1868,1.34874E-08,1.08969E-08,12,22.1439,39.73,1059.37
1869,1.24971E-08,1.05956E-08,12,21.4965,-6.93,1012.71
1870,1.17032E-08,9.56035E-09,12,21.0643,-38.03,981.61
1871,1.09278E-08,1.03434E-08,12,20.6343,-68.26,951.38
1872,1.00117E-08,8.57843E-09,12,20.036,-110.12,909.52
1873,9.50603E-09,7.99485E-09,12,19.9013,-119.57,900.07
1874,9.15396E-09,7.37674E-09,11.9208,19.9,-120.45,899.19
1875,8.81008E-09,7.71444E-09,11.524,19.9,-124.52,895.12
1876,8.48804E-09,6.14643E-09,11.0943,19.9,-128.93,890.71
1877,8.16401E-09,7.11043E-09,10.4465,19.9,-135.57,884.07
1878,7.87684E-09,6.17549E-09,10.0143,19.9,-140,879.64
1879,7.58599E-09,6.49054E-09,9.3665,19.9,-146.64,873
1880,7.327E-09,8.11196E-09,8.9343,19.9,-151.07,868.57
1881,7.08245E-09,6.04662E-09,8.5043,19.9,-155.47,864.17
1882,6.83688E-09,5.50071E-09,7.8565,19.9,-161.36,858.28
1883,6.63147E-09,5.49541E-09,7.4144,19.9,-163.57,856.07
1884,6.43037E-09,7.43629E-09,6.7566,19.9,-166.85,852.78
1885,6.24713E-09,5.03631E-09,6.3243,19.9,-169.02,850.62
1886,6.07346E-09,6.01546E-09,5.8844,19.9,-171.22,848.42
1887,5.90055E-09,4.21109E-09,5.2266,19.9,-174.5,845.14
1888,5.74187E-09,5.14857E-09,4.7943,19.9,-176.67,842.97
1889,5.58341E-09,4.17859E-09,4.1465,19.9,-179.91,839.73
1890,5.44027E-09,4.61926E-09,3.7044,19.9,-181.6,838.04
1891,5.30596E-09,4.126E-09,3.2743,19.9,-183,836.64
1892,5.17359E-09,4.51458E-09,2.6364,19.9,-185.07,834.57
1893,5.05365E-09,5.97628E-09,2.3924,19.9,-185.87,833.77
1894,4.93259E-09,4.33195E-09,1.7861,19.9,-187.84,831.8
1895,4.81864E-09,5.29891E-09,1.3543,19.9,-189.24,830.4
1896,4.70514E-09,4.25199E-09,0.7065,19.9,-191.35,828.29
1897,4.59877E-09,4.56759E-09,0.2743,19.9,-192.75,826.89
1898,4.49918E-09,4.10206E-09,0.0126,19.9,-193.6,826.04
1899,4.40767E-09,4.72517E-09,1E-04,19.9,-193.64,826
1900,4.3205E-09,4.03421E-09,0,19.9,-193.64,826
1901,4.23694E-09,4.80607E-09,0,19.9,-193.64,826
1902,4.15663E-09,3.60147E-09,0,19.9,-193.64,826
1903,4.07928E-09,4.25903E-09,0,19.9,-193.64,826
1904,4.00466E-09,3.80653E-09,0,19.9,-193.64,826
1905,3.93257E-09,3.93416E-09,0,19.9,-193.64,826
1906,3.86283E-09,3.55201E-09,0,19.9,-193.64,826
1907,3.79527E-09,3.82109E-09,0,19.9,-193.64,826
1908,3.72975E-09,3.26031E-09,0,19.9,-193.64,826
1909,3.66616E-09,3.79642E-09,0,19.9,-193.64,826
1910,3.60436E-09,2.5974E-09,0,19.9,-193.64,826
1911,3.54427E-09,3.55878E-09,0,19.9,-193.64,826
1912,3.48579E-09,2.34315E-09,0,19.9,-193.64,826
1913,3.42882E-09,3.30151E-09,0,19.9,-193.64,826
1914,3.3733E-09,3.50556E-09,0,19.9,-193.64,826
1915,3.31915E-09,3.23865E-09,0,19.9,-193.64,826
1916,3.26631E-09,2.32658E-09,0,19.9,-193.64,826
1917,3.21471E-09,3.04755E-09,0,19.9,-193.64,826
1918,3.16429E-09,2.14713E-09,0,19.9,-193.64,826
1919,3.11501E-09,3.02839E-09,0,19.9,-193.64,826
1920,3.06683E-09,1.99435E-09,0,19.9,-193.64,826
1921,3.01968E-09,3.00959E-09,0,19.9,-193.64,826
1922,2.97354E-09,2.50269E-09,0,19.9,-193.64,826
1923,2.92836E-09,2.94667E-09,0,19.9,-193.64,826
1924,2.88411E-09,3.30771E-09,0,19.9,-193.64,826
1925,2.84076E-09,2.8883E-09,0,19.9,-193.64,826
1926,2.79826E-09,1.92614E-09,0,19.9,-193.64,826
1927,2.7566E-09,2.77742E-09,0,19.9,-193.64,826
1928,2.74694E-09,1.83977E-09,0,20.0386,-183.91,835.73
1929,2.71296E-09,2.62227E-09,0,20.04,-183.84,835.8
1930,2.67761E-09,2.22991E-09,0,20.04,-183.84,835.8
1931,2.64223E-09,2.67158E-09,0,20.04,-183.84,835.8
1932,2.60705E-09,2.91501E-09,0,20.04,-183.84,835.8
1933,2.57218E-09,2.64817E-09,0,20.04,-183.84,835.8
1934,2.53766E-09,2.98198E-09,0,20.04,-183.84,835.8
1935,2.50354E-09,2.50235E-09,0,20.04,-183.84,835.8
1936,2.46983E-09,1.73552E-09,0,20.04,-183.84,835.8
1937,2.43656E-09,2.37849E-09,0,20.04,-183.84,835.8
1938,2.40373E-09,2.99644E-09,0,20.04,-183.84,835.8
1939,2.37134E-09,2.28497E-09,0,20.04,-183.84,835.8
1940,2.33939E-09,2.73381E-09,0,20.04,-183.84,835.8
1941,2.3079E-09,1.77778E-09,0,20.04,-183.84,835.8
1942,2.27684E-09,2.47598E-09,0,20.04,-183.84,835.8
1943,2.2667E-09,2.03455E-09,0,20.1489,-176.21,843.43
1944,2.25549E-09,2.38151E-09,0,20.2292,-170.61,849.03
1945,2.23148E-09,1.77424E-09,0,20.23,-170.54,849.1
1946,2.20634E-09,2.3119E-09,0,20.23,-170.54,849.1
1947,2.18093E-09,1.41356E-09,0,20.23,-170.54,849.1
1948,2.15545E-09,2.282E-09,0,20.23,-170.54,849.1
1949,2.12998E-09,2.52403E-09,0,20.23,-170.54,849.1
1950,2.10461E-09,2.20365E-09,0,20.23,-170.54,849.1
1951,2.07938E-09,2.42435E-09,0,20.23,-170.54,849.1
1952,2.05433E-09,2.02245E-09,0,20.23,-170.54,849.1
1953,2.02946E-09,2.36784E-09,0,20.23,-170.54,849.1
1954,2.00481E-09,1.81488E-09,0,20.23,-170.54,849.1
1955,1.98039E-09,2.2217E-09,0,20.23,-170.54,849.1
1956,1.95622E-09,1.46981E-09,0,20.23,-170.54,849.1
1957,1.94523E-09,2.1312E-09,0,20.3092,-165.01,854.63
1958,1.93072E-09,1.81254E-09,0,20.3496,-162.14,857.5
1959,1.91036E-09,2.03941E-09,0,20.35,-162.14,857.5
1960,1.88953E-09,1.21753E-09,0,20.35,-162.14,857.5
1961,1.8686E-09,1.88767E-09,0,20.35,-162.14,857.5
1962,1.84767E-09,2.05193E-09,0,20.35,-162.14,857.5
1963,1.8268E-09,1.91783E-09,0,20.35,-162.14,857.5
1964,1.80603E-09,2.06389E-09,0,20.35,-162.14,857.5
1965,1.78538E-09,1.84302E-09,0,20.35,-162.14,857.5
1966,1.76489E-09,1.98238E-09,0,20.35,-162.14,857.5
1967,1.74455E-09,1.57988E-09,0,20.35,-162.14,857.5
1968,1.72439E-09,1.84864E-09,0,20.35,-162.14,857.5
1969,1.70441E-09,1.13573E-09,0,20.35,-162.14,857.5
1970,1.68462E-09,1.83365E-09,0,20.35,-162.14,857.5
1971,1.66503E-09,1.70938E-09,0,20.35,-162.14,857.5
1972,1.64563E-09,1.79796E-09,0,20.35,-162.14,857.5
1973,1.62644E-09,1.8828E-09,0,20.35,-162.14,857.5
1974,1.60746E-09,1.68085E-09,0,20.35,-162.14,857.5
1975,1.58868E-09,1.90319E-09,0,20.35,-162.14,857.5
1976,1.58343E-09,1.50033E-09,0,20.449,-155.21,864.43
1977,1.57319E-09,1.90137E-09,0,20.4896,-152.34,867.3
1978,1.55798E-09,9.5907E-10,0,20.49,-152.34,867.3
1979,1.56091E-09,1.72992E-09,0,20.6286,-142.61,877.03
1980,1.57066E-09,1.03044E-09,0,20.7884,-131.48,888.16
1981,1.57178E-09,1.67225E-09,0,20.8593,-126.51,893.13
1982,1.56343E-09,1.53256E-09,0,20.86,-126.44,893.2
1983,1.55636E-09,1.56639E-09,0,20.8798,-125.04,894.6
1984,1.55733E-09,1.93493E-09,0,20.9592,-119.51,900.13
1985,1.54909E-09,1.65295E-09,0,20.96,-119.44,900.2
1986,1.5396E-09,1.85997E-09,0,20.96,-119.44,900.2
1987,1.55483E-09,1.41703E-09,0,21.1382,-106.7,912.94
1988,1.55008E-09,1.71485E-09,0,21.14,-106.56,913.08
1989,1.54315E-09,9.84644E-10,0,21.14,-106.56,913.08
1990,1.55408E-09,1.77027E-09,0,21.2687,-97.27,922.37
1991,1.55584E-09,1.72833E-09,0,21.3096,-94.32,925.32
1992,1.55128E-09,1.66975E-09,0,21.31,-94.32,925.32
1993,1.57667E-09,1.8286E-09,0,21.5179,-79.34,940.3
1994,1.5852E-09,1.78896E-09,0,21.5695,-75.6,944.04
1995,1.58512E-09,1.74824E-09,0,21.57,-75.6,944.04
1996,1.58639E-09,1.25666E-09,0,21.5898,-74.16,945.48
1997,1.59196E-09,1.80368E-09,0,21.6395,-70.56,949.08
1998,1.59996E-09,1.03115E-09,0,21.6994,-66.31,953.33
1999,1.60439E-09,1.75058E-09,0,21.7297,-64.08,955.56
2000,1.60381E-09,1.83994E-09,0,21.73,-64.08,955.56
2001,1.6179E-09,1.69002E-09,0,21.829,-56.95,962.69
2002,1.6306E-09,1.06555E-09,0,21.8993,-51.91,967.73
2003,1.63799E-09,1.71132E-09,0,21.9297,-49.68,969.96
2004,1.64988E-09,2.0269E-09,0,21.9894,-45.43,974.21
2005,1.65312E-09,1.53608E-09,0,21.99,-45.36,974.28
2006,1.65476E-09,1.99062E-09,0,21.99,-45.36,974.28
2007,1.65547E-09,1.7305E-09,0,21.99,-45.36,974.28
2008,1.65544E-09,1.90368E-09,0,21.99,-45.36,974.28
2009,1.65478E-09,1.50033E-09,0,21.99,-45.36,974.28
2010,1.65358E-09,1.80613E-09,0,21.99,-45.36,974.28
2011,1.65191E-09,1.12251E-09,0,21.99,-45.36,974.28
2012,1.64983E-09,1.84404E-09,0,21.99,-45.36,974.28
2013,1.64739E-09,1.30124E-09,0,21.99,-45.36,974.28
2014,1.64461E-09,1.83532E-09,0,21.99,-45.36,974.28
2015,1.64155E-09,1.93767E-09,0,21.99,-45.36,974.28
2016,1.63823E-09,1.74974E-09,0,21.99,-45.36,974.28
2017,1.63466E-09,1.85036E-09,0,21.99,-45.36,974.28
2018,1.63089E-09,1.5696E-09,0,21.99,-45.36,974.28
2019,1.62693E-09,1.92392E-09,0,21.99,-45.36,974.28
2020,1.62279E-09,1.08008E-09,0,21.99,-45.36,974.28
2021,1.61849E-09,1.88629E-09,0,21.99,-45.36,974.28
2022,1.61405E-09,1.35442E-09,0,21.99,-45.36,974.28
2023,1.60949E-09,1.72404E-09,0,21.99,-45.36,974.28
2024,1.61454E-09,1.04799E-09,0,22.0494,-41.11,978.53
2025,1.61224E-09,1.78107E-09,0,22.05,-41.04,978.6
2026,1.60912E-09,1.15456E-09,0,22.05,-41.04,978.6
2027,1.60569E-09,1.72203E-09,0,22.05,-41.04,978.6
2028,1.60203E-09,1.95877E-09,0,22.05,-41.04,978.6
2029,1.59819E-09,1.74003E-09,0,22.05,-41.04,978.6
2030,1.59419E-09,1.87149E-09,0,22.05,-41.04,978.6
2031,1.59006E-09,1.65229E-09,0,22.05,-41.04,978.6
2032,1.59713E-09,1.92475E-09,0,22.1193,-36.07,983.57
2033,1.59895E-09,1.47519E-09,0,22.1398,-34.56,985.08
2034,1.59741E-09,1.89028E-09,0,22.14,-34.56,985.08
2035,1.5953E-09,1.09823E-09,0,22.14,-34.56,985.08
2036,1.59288E-09,1.79178E-09,0,22.14,-34.56,985.08
2037,1.59021E-09,1.0369E-09,0,22.14,-34.56,985.08
2038,1.58733E-09,1.76068E-09,0,22.14,-34.56,985.08
2039,1.58755E-09,1.38426E-09,0,22.1598,-33.12,986.52
2040,1.60326E-09,1.7743E-09,0,22.2689,-25.27,994.37
2041,1.60859E-09,1.14144E-09,0,22.2898,-23.76,995.88
2042,1.61839E-09,1.67337E-09,0,22.3395,-20.16,999.48
2043,1.62119E-09,1.00111E-09,0,22.34,-20.16,999.48
2044,1.62293E-09,1.86405E-09,0,22.34,-20.16,999.48
2045,1.62411E-09,1.96022E-09,0,22.34,-20.16,999.48
2046,1.62488E-09,1.82112E-09,0,22.34,-20.16,999.48
2047,1.62531E-09,1.99351E-09,0,22.34,-20.16,999.48
2048,1.62545E-09,1.67243E-09,0,22.34,-20.16,999.48
2049,1.62533E-09,1.8708E-09,0,22.34,-20.16,999.48
2050,1.625E-09,1.69034E-09,0,22.34,-20.16,999.48
2051,1.62447E-09,1.72743E-09,0,22.34,-20.16,999.48
2052,1.62377E-09,1.76767E-09,0,22.34,-20.16,999.48
2053,1.62291E-09,1.85057E-09,0,22.34,-20.16,999.48
2054,1.62191E-09,1.70948E-09,0,22.34,-20.16,999.48
2055,1.62078E-09,1.95857E-09,0,22.34,-20.16,999.48
2056,1.61953E-09,1.77E-09,0,22.34,-20.16,999.48
2057,1.61817E-09,1.80884E-09,0,22.34,-20.16,999.48
2058,1.61672E-09,1.86156E-09,0,22.34,-20.16,999.48
2059,1.61518E-09,1.77912E-09,0,22.34,-20.16,999.48
2060,1.61355E-09,1.82969E-09,0,22.34,-20.16,999.48
2061,1.61185E-09,1.19492E-09,0,22.34,-20.16,999.48
2062,1.61008E-09,1.78255E-09,0,22.34,-20.16,999.48
2063,1.60824E-09,1.1351E-09,0,22.34,-20.16,999.48
2064,1.60635E-09,1.74164E-09,0,22.34,-20.16,999.48
2065,1.60439E-09,9.84943E-10,0,22.34,-20.16,999.48
2066,1.60239E-09,1.77027E-09,0,22.34,-20.16,999.48
2067,1.60705E-09,1.79867E-09,0,22.3796,-17.28,1002.36
2068,1.60842E-09,1.71872E-09,0,22.3899,-16.56,1003.08
2069,1.608E-09,1.83954E-09,0,22.39,-16.56,1003.08
2070,1.60728E-09,1.75875E-09,0,22.39,-16.56,1003.08
2071,1.6064E-09,1.72813E-09,0,22.39,-16.56,1003.08
2072,1.60537E-09,1.66027E-09,0,22.39,-16.56,1003.08
2073,1.60424E-09,1.94694E-09,0,22.39,-16.56,1003.08
2074,1.6064E-09,6.01928E-09,0,22.4098,-15.12,1004.52
2075,1.61956E-09,1.93618E-09,0,22.4892,-9.43,1010.21
2076,1.62253E-09,1.20236E-09,0,22.49,-9.36,1010.28
2077,1.62435E-09,1.79284E-09,0,22.49,-9.36,1010.28
2078,1.62575E-09,1.56017E-09,0,22.49,-9.36,1010.28
2079,1.62687E-09,1.85904E-09,0,22.49,-9.36,1010.28
2080,1.62776E-09,1.16846E-09,0,22.49,-9.36,1010.28
2081,1.62846E-09,1.71234E-09,0,22.49,-9.36,1010.28
2082,1.62901E-09,1.35265E-09,0,22.49,-9.36,1010.28
2083,1.62942E-09,1.76388E-09,0,22.49,-9.36,1010.28
2084,1.62971E-09,1.97038E-09,0,22.49,-9.36,1010.28
2085,1.62989E-09,1.70099E-09,0,22.49,-9.36,1010.28
2086,1.62998E-09,1.87109E-09,0,22.49,-9.36,1010.28
2087,1.62997E-09,1.60594E-09,0,22.49,-9.36,1010.28
2088,1.62989E-09,2.00275E-09,0,22.49,-9.36,1010.28
2089,1.62973E-09,1.05077E-09,0,22.49,-9.36,1010.28
2090,1.6295E-09,1.81192E-09,0,22.49,-9.36,1010.28
2091,1.62922E-09,1.60541E-09,0,22.49,-9.36,1010.28
2092,1.62887E-09,1.79691E-09,0,22.49,-9.36,1010.28
2093,1.62847E-09,1.08492E-09,0,22.49,-9.36,1010.28
2094,1.62803E-09,1.74113E-09,0,22.49,-9.36,1010.28
2095,1.63792E-09,2.13406E-09,0,22.5494,-5.11,1014.53
2096,1.64201E-09,1.50265E-09,0,22.5599,-4.32,1015.32
2097,1.64396E-09,1.94531E-09,0,22.56,-4.32,1015.32
2098,1.65083E-09,1.67197E-09,0,22.5897,-2.16,1017.48
2099,1.65543E-09,1.84958E-09,0,22.5999,-1.44,1018.2
2100,1.65815E-09,1.07932E-09,0,22.6,-1.44,1018.2
2101,1.66051E-09,1.72126E-09,0,22.6,-1.44,1018.2
2102,1.66264E-09,1.71801E-09,0,22.6,-1.44,1018.2
2103,1.6646E-09,1.80834E-09,0,22.6,-1.44,1018.2
2104,1.6664E-09,1.95958E-09,0,22.6,-1.44,1018.2
2105,1.66807E-09,1.77E-09,0,22.6,-1.44,1018.2
2106,1.66963E-09,1.89326E-09,0,22.6,-1.44,1018.2
2107,1.67109E-09,1.66194E-09,0,22.6,-1.44,1018.2
2108,1.67246E-09,1.88141E-09,0,22.6,-1.44,1018.2
2109,1.67374E-09,1.16207E-09,0,22.6,-1.44,1018.2
2110,1.67496E-09,1.89795E-09,0,22.6,-1.44,1018.2
2111,1.6761E-09,1.40944E-09,0,22.6,-1.44,1018.2
2112,1.67718E-09,1.84693E-09,0,22.6,-1.44,1018.2
2113,1.67821E-09,2.09886E-09,0,22.6,-1.44,1018.2
2114,1.67918E-09,1.83292E-09,0,22.6,-1.44,1018.2
2115,1.68011E-09,1.52538E-09,0,22.6,-1.44,1018.2
2116,1.68099E-09,1.69648E-09,0,22.6,-1.44,1018.2
2117,1.68182E-09,2.0383E-09,0,22.6,-1.44,1018.2
2118,1.68262E-09,1.50169E-09,0,22.6,-1.44,1018.2
2119,1.68338E-09,1.97893E-09,0,22.6,-1.44,1018.2
2120,1.68411E-09,1.78033E-09,0,22.6,-1.44,1018.2
2121,1.6848E-09,1.90419E-09,0,22.6,-1.44,1018.2
2122,1.68546E-09,1.60627E-09,0,22.6,-1.44,1018.2
2123,1.68609E-09,1.92428E-09,0,22.6,-1.44,1018.2
2124,1.6867E-09,1.25846E-09,0,22.6,-1.44,1018.2
2125,1.68728E-09,1.94286E-09,0,22.6,-1.44,1018.2
2126,1.68784E-09,1.09878E-09,0,22.6,-1.44,1018.2
2127,1.68837E-09,1.86501E-09,0,22.6,-1.44,1018.2
2128,1.68888E-09,2.19712E-09,0,22.6,-1.44,1018.2
2129,1.68936E-09,1.80289E-09,0,22.6,-1.44,1018.2
2130,1.68983E-09,1.97069E-09,0,22.6,-1.44,1018.2
2131,1.69028E-09,1.80061E-09,0,22.6,-1.44,1018.2
2132,1.69071E-09,2.08639E-09,0,22.6,-1.44,1018.2
2133,1.69112E-09,1.41128E-09,0,22.6,-1.44,1018.2
2134,1.69152E-09,1.95553E-09,0,22.6,-1.44,1018.2
2135,1.6919E-09,1.05627E-09,0,22.6,-1.44,1018.2
2136,1.69226E-09,1.88605E-09,0,22.6,-1.44,1018.2
2137,1.69261E-09,1.33155E-09,0,22.6,-1.44,1018.2
2138,1.69294E-09,1.84614E-09,0,22.6,-1.44,1018.2
2139,1.69326E-09,1.0916E-09,0,22.6,-1.44,1018.2
2140,1.69357E-09,1.81234E-09,0,22.6,-1.44,1018.2
2141,1.69386E-09,2.06292E-09,0,22.6,-1.44,1018.2
2142,1.69414E-09,1.89623E-09,0,22.6,-1.44,1018.2
2143,1.69441E-09,2.06367E-09,0,22.6,-1.44,1018.2
2144,1.69467E-09,1.77105E-09,0,22.6,-1.44,1018.2
2145,1.69491E-09,1.94803E-09,0,22.6,-1.44,1018.2
2146,1.69515E-09,1.41791E-09,0,22.6,-1.44,1018.2
2147,1.69537E-09,1.98943E-09,0,22.6,-1.44,1018.2
2148,1.69559E-09,1.06861E-09,0,22.6,-1.44,1018.2
2149,1.69579E-09,1.88617E-09,0,22.6,-1.44,1018.2
2150,1.69599E-09,1.84131E-09,0,22.6,-1.44,1018.2
2151,1.69617E-09,1.7789E-09,0,22.6,-1.44,1018.2
2152,1.70046E-09,1.03084E-09,0.495,22.6,0.17,1019.81
2153,1.70473E-09,1.7012E-09,0.8564,22.6,1.34,1020.98
2154,1.71094E-09,1.76747E-09,1.3847,22.6,3.06,1022.7
2155,1.71658E-09,1.61406E-09,1.7365,22.6,4.2,1023.84
2156,1.72251E-09,2.07266E-09,2.0766,22.6,5.31,1024.95
2157,1.73029E-09,1.60799E-09,2.5849,22.6,6.96,1026.6
2158,1.73736E-09,2.13261E-09,2.9167,22.6,8.04,1027.68
2159,1.74617E-09,1.98535E-09,3.415,22.6,9.66,1029.3
2160,1.75439E-09,1.46739E-09,3.7566,22.6,10.77,1030.41
2161,1.76316E-09,2.05935E-09,4.0867,22.6,12,1031.64
2162,1.77593E-09,1.33326E-09,4.585,22.6,14.49,1034.12
2163,1.78796E-09,2.14206E-09,4.9266,22.6,16.2,1035.84
2164,1.80294E-09,1.51133E-09,5.4349,22.6,18.74,1038.38
2165,1.81681E-09,2.09539E-09,5.7667,22.6,20.4,1040.04
2166,1.83358E-09,1.32609E-09,6.265,22.6,22.89,1042.53
2167,1.84931E-09,2.0345E-09,6.5967,22.6,24.54,1044.18
2168,1.86553E-09,1.48473E-09,6.9267,22.6,26.2,1045.84
2169,1.88489E-09,2.40335E-09,7.425,22.6,28.69,1048.32
2170,1.90304E-09,1.47168E-09,7.7468,22.6,30.29,1049.94
2171,1.92764E-09,2.37584E-09,8.2351,22.6,33.97,1053.61
2172,1.95453E-09,1.58389E-09,8.5667,22.6,37.37,1057.01
2173,1.98333E-09,2.3906E-09,8.8967,22.6,40.75,1060.39
2174,2.01915E-09,2.05698E-09,9.3752,22.6,45.65,1065.29
2175,2.05343E-09,2.55062E-09,9.6968,22.6,48.95,1068.59
2176,2.09501E-09,2.09396E-09,10.1752,22.6,53.85,1073.49
2177,2.135E-09,2.74758E-09,10.4968,22.6,57.15,1076.79
2178,2.1769E-09,2.30859E-09,10.8168,22.6,60.43,1080.07
2179,2.22713E-09,1.37398E-09,11.2952,22.6,65.33,1084.97
2180,2.27551E-09,2.41599E-09,11.6069,22.6,68.53,1088.17
2181,2.33242E-09,1.5843E-09,12.0753,22.6,73.34,1092.98
2182,2.38749E-09,2.54584E-09,12.377,22.6,76.46,1096.1
2183,2.44578E-09,1.78605E-09,12.6968,22.6,79.76,1099.4
2184,2.51348E-09,2.95635E-09,13.1554,22.6,84.5,1104.14
2185,2.57977E-09,1.97117E-09,13.457,22.6,87.62,1107.26
2186,2.65094E-09,3.27899E-09,13.7966,22.6,91.13,1110.77
2187,2.72016E-09,2.40777E-09,14.0079,22.6,93.31,1112.95
2188,2.79202E-09,3.4765E-09,14.2278,22.6,95.58,1115.22
2189,2.87199E-09,2.63884E-09,14.5468,22.6,98.88,1118.52
2190,2.94865E-09,3.83376E-09,14.7084,22.6,100.54,1120.18
2191,3.02172E-09,3.09785E-09,14.7694,22.6,101.17,1120.81
2192,3.09585E-09,4.06397E-09,14.8393,22.6,101.9,1121.54
2193,3.17179E-09,3.37604E-09,14.9192,22.6,102.72,1122.36
2194,3.24705E-09,4.13701E-09,14.9596,22.6,103.15,1122.79
2195,3.3226E-09,3.43485E-09,14.9897,22.6,103.46,1123.1
2196,3.39867E-09,2.59366E-09,15.0098,22.6,103.7,1123.34
2197,3.47427E-09,3.62033E-09,15.01,22.6,103.7,1123.34
2198,3.54956E-09,2.81049E-09,15.0001,22.6,103.56,1123.2
2199,3.62618E-09,3.77029E-09,15,22.6,103.56,1123.2
2200,3.7037E-09,2.9595E-09,15,22.6,103.56,1123.2
2201,3.78216E-09,4.20431E-09,15,22.6,103.56,1123.2
2202,3.86162E-09,3.06654E-09,15,22.6,103.56,1123.2
2203,3.94215E-09,4.32725E-09,15,22.6,103.56,1123.2
2204,4.02381E-09,3.24698E-09,15,22.6,103.56,1123.2
2205,4.10664E-09,4.32906E-09,15,22.6,103.56,1123.2
2206,4.19069E-09,4.2182E-09,15,22.6,103.56,1123.2
2207,4.27602E-09,4.69948E-09,15,22.6,103.56,1123.2
2208,4.36267E-09,4.41859E-09,15,22.6,103.56,1123.2
2209,4.4507E-09,5.03455E-09,15,22.6,103.56,1123.2
2210,4.54013E-09,4.73461E-09,15,22.6,103.56,1123.2
2211,4.63103E-09,5.33341E-09,15,22.6,103.56,1123.2
2212,4.72342E-09,4.73759E-09,15,22.6,103.56,1123.2
2213,4.81736E-09,3.85477E-09,15,22.6,103.56,1123.2
2214,4.91288E-09,5.20423E-09,15,22.6,103.56,1123.2
2215,5.01003E-09,4.01619E-09,15,22.6,103.56,1123.2
2216,5.10886E-09,5.23563E-09,15,22.6,103.56,1123.2
2217,5.20939E-09,4.34918E-09,15,22.6,103.56,1123.2
2218,5.31168E-09,5.64272E-09,15,22.6,103.56,1123.2
2219,5.41576E-09,4.63413E-09,15,22.6,103.56,1123.2
2220,5.52168E-09,5.84233E-09,15,22.6,103.56,1123.2
2221,5.62948E-09,4.99182E-09,15,22.6,103.56,1123.2
2222,5.7392E-09,6.18936E-09,15,22.6,103.56,1123.2
2223,5.85089E-09,5.95907E-09,15,22.6,103.56,1123.2
2224,5.96459E-09,6.1991E-09,15,22.6,103.56,1123.2
2225,6.08034E-09,5.75887E-09,15,22.6,103.56,1123.2
2226,6.19818E-09,6.48642E-09,15,22.6,103.56,1123.2
2227,6.31817E-09,6.31142E-09,15,22.6,103.56,1123.2
2228,6.44035E-09,7.23501E-09,15,22.6,103.56,1123.2
2229,6.56476E-09,6.31892E-09,15,22.6,103.56,1123.2
2230,6.69145E-09,7.27642E-09,15,22.6,103.56,1123.2
2231,6.82046E-09,6.28349E-09,15,22.6,103.56,1123.2
2232,6.95185E-09,7.23465E-09,15,22.6,103.56,1123.2
2233,7.08567E-09,7.24436E-09,15,22.6,103.56,1123.2
2234,7.22195E-09,7.80165E-09,15,22.6,103.56,1123.2
2235,7.36076E-09,7.58799E-09,15,22.6,103.56,1123.2
2236,7.50213E-09,7.89457E-09,15,22.6,103.56,1123.2
2237,7.64614E-09,8.03389E-09,15,22.6,103.56,1123.2
2238,7.79282E-09,8.41016E-09,15,22.6,103.56,1123.2
2239,7.94222E-09,8.13116E-09,15,22.6,103.56,1123.2
2240,8.09442E-09,7.99053E-09,15,22.6,103.56,1123.2
2241,8.24945E-09,8.65294E-09,15,22.6,103.56,1123.2
2242,8.40737E-09,1.06946E-08,15,22.6,103.56,1123.2
