Time,Power,Operation,FR,CR,Rho,Insert_Rho
0,1.62592E-09,1.62592E-09,0,22.62,0,1019.64
1,1.62821E-09,1.85973E-09,0.2871,22.62,0.93,1020.57
2,1.63289E-09,8.46821E-10,0.7949,22.62,2.58,1022.22
3,1.63717E-09,1.69933E-09,1.1366,22.62,3.7,1023.34
4,1.64308E-09,1.0014E-09,1.6251,22.62,5.28,1024.92
5,1.64857E-09,1.53447E-09,1.9666,22.62,6.39,1026.03
6,1.65571E-09,9.44655E-10,2.465,22.62,8.01,1027.65
7,1.66233E-09,1.4653E-09,2.8066,22.62,9.12,1028.76
8,1.66917E-09,1.75505E-09,3.1367,22.62,10.2,1029.84
9,1.67785E-09,1.57762E-09,3.6449,22.62,11.85,1031.49
10,1.68575E-09,1.70673E-09,3.9668,22.62,12.89,1032.53
11,1.69157E-09,1.55926E-09,4.0096,22.62,13.05,1032.69
12,1.69655E-09,1.72613E-09,4.0001,22.62,13,1032.64
13,1.70125E-09,1.55061E-09,3.9901,22.62,12.97,1032.61
14,1.70582E-09,1.78615E-09,3.99,22.62,12.97,1032.61
15,1.71023E-09,1.52496E-09,3.99,22.62,12.97,1032.61
16,1.71451E-09,1.71595E-09,3.99,22.62,12.97,1032.61
17,1.71866E-09,1.4815E-09,3.99,22.62,12.97,1032.61
18,1.72272E-09,1.80595E-09,3.99,22.62,12.97,1032.61
19,1.72669E-09,1.64228E-09,3.99,22.62,12.97,1032.61
20,1.73058E-09,1.82831E-09,3.99,22.62,12.97,1032.61
21,1.7344E-09,1.66129E-09,3.99,22.62,12.97,1032.61
22,1.73815E-09,1.84948E-09,3.99,22.62,12.97,1032.61
23,1.74185E-09,1.65207E-09,3.99,22.62,12.97,1032.61
24,1.7455E-09,1.89208E-09,3.99,22.62,12.97,1032.61
25,1.74911E-09,1.57003E-09,3.99,22.62,12.97,1032.61
26,1.75267E-09,9.55683E-10,3.99,22.62,12.97,1032.61
27,1.7562E-09,1.59671E-09,3.99,22.62,12.97,1032.61
28,1.7597E-09,1.04082E-09,3.99,22.62,12.97,1032.61
29,1.76316E-09,1.62521E-09,3.99,22.62,12.97,1032.61
30,1.7666E-09,1.59441E-09,3.99,22.62,12.97,1032.61
31,1.77001E-09,1.7463E-09,3.99,22.62,12.97,1032.61
32,1.7734E-09,1.53325E-09,3.99,22.62,12.97,1032.61
33,1.77677E-09,1.67733E-09,3.99,22.62,12.97,1032.61
34,1.78012E-09,1.65978E-09,3.99,22.62,12.97,1032.61
35,1.78345E-09,1.78726E-09,3.99,22.62,12.97,1032.61
36,1.78677E-09,1.23585E-09,3.99,22.62,12.97,1032.61
37,1.79007E-09,1.76269E-09,3.99,22.62,12.97,1032.61
38,1.79336E-09,1.07848E-09,3.99,22.62,12.97,1032.61
39,1.79664E-09,1.69198E-09,3.99,22.62,12.97,1032.61
40,1.79991E-09,1.11507E-09,3.99,22.62,12.97,1032.61
41,1.80317E-09,1.80226E-09,3.99,22.62,12.97,1032.61
42,1.80642E-09,1.06073E-09,3.99,22.62,12.97,1032.61
43,1.80966E-09,1.79141E-09,3.99,22.62,12.97,1032.61
44,1.8129E-09,9.799E-10,3.99,22.62,12.97,1032.61
45,1.81613E-09,1.71045E-09,3.99,22.62,12.97,1032.61
46,1.81935E-09,1.36036E-09,3.99,22.62,12.97,1032.61
47,1.82257E-09,1.74392E-09,3.99,22.62,12.97,1032.61
48,1.82578E-09,1.29285E-09,3.99,22.62,12.97,1032.61
49,1.82899E-09,1.77338E-09,3.99,22.62,12.97,1032.61
50,1.8322E-09,1.22181E-09,3.99,22.62,12.97,1032.61
51,1.8354E-09,1.72271E-09,3.99,22.62,12.97,1032.61
52,1.8386E-09,1.10906E-09,3.99,22.62,12.97,1032.61
53,1.8418E-09,1.81253E-09,3.99,22.62,12.97,1032.61
54,1.845E-09,1.03711E-09,3.99,22.62,12.97,1032.61
55,1.84819E-09,1.78095E-09,3.99,22.62,12.97,1032.61
56,1.85139E-09,1.34569E-09,3.99,22.62,12.97,1032.61
57,1.85458E-09,1.85688E-09,3.99,22.62,12.97,1032.61
58,1.85778E-09,1.13583E-09,3.99,22.62,12.97,1032.61
59,1.86097E-09,1.77178E-09,3.99,22.62,12.97,1032.61
60,1.86417E-09,1.05444E-09,3.99,22.62,12.97,1032.61
61,1.86736E-09,1.67249E-09,3.99,22.62,12.97,1032.61
62,1.87056E-09,1.17326E-09,3.99,22.62,12.97,1032.61
63,1.87375E-09,1.77218E-09,3.99,22.62,12.97,1032.61
64,1.87695E-09,1.33797E-09,3.99,22.62,12.97,1032.61
65,1.88015E-09,1.75938E-09,3.99,22.62,12.97,1032.61
66,1.88335E-09,1.87074E-09,3.99,22.62,12.97,1032.61
67,1.88655E-09,1.79023E-09,3.99,22.62,12.97,1032.61
68,1.88975E-09,1.23451E-09,3.99,22.62,12.97,1032.61
69,1.89296E-09,1.81807E-09,3.99,22.62,12.97,1032.61
70,1.89616E-09,1.14891E-09,3.99,22.62,12.97,1032.61
71,1.89937E-09,1.73558E-09,3.99,22.62,12.97,1032.61
72,1.90258E-09,1.09111E-09,3.99,22.62,12.97,1032.61
73,1.9058E-09,1.89969E-09,3.99,22.62,12.97,1032.61
74,1.90901E-09,1.06452E-09,3.99,22.62,12.97,1032.61
75,1.91223E-09,1.8249E-09,3.99,22.62,12.97,1032.61
76,1.91546E-09,1.15555E-09,3.99,22.62,12.97,1032.61
77,1.91868E-09,1.8372E-09,3.99,22.62,12.97,1032.61
78,1.92191E-09,1.22205E-09,3.99,22.62,12.97,1032.61
79,1.92514E-09,1.87016E-09,3.99,22.62,12.97,1032.61
80,1.92837E-09,1.62705E-09,3.99,22.62,12.97,1032.61
81,1.93161E-09,1.88907E-09,3.99,22.62,12.97,1032.61
82,1.93485E-09,1.63381E-09,3.99,22.62,12.97,1032.61
83,1.93809E-09,1.92456E-09,3.99,22.62,12.97,1032.61
84,1.94134E-09,1.45026E-09,3.99,22.62,12.97,1032.61
85,1.94459E-09,1.89003E-09,3.99,22.62,12.97,1032.61
86,1.94785E-09,1.44172E-09,3.99,22.62,12.97,1032.61
87,1.9511E-09,1.96707E-09,3.99,22.62,12.97,1032.61
88,1.95436E-09,1.16296E-09,3.99,22.62,12.97,1032.61
89,1.95763E-09,1.97552E-09,3.99,22.62,12.97,1032.61
90,1.9609E-09,1.78033E-09,3.99,22.62,12.97,1032.61
91,1.96417E-09,1.91508E-09,3.99,22.62,12.97,1032.61
92,1.96745E-09,1.62476E-09,3.99,22.62,12.97,1032.61
93,1.97073E-09,1.92447E-09,3.99,22.62,12.97,1032.61
94,1.97401E-09,1.49205E-09,3.99,22.62,12.97,1032.61
95,1.9773E-09,1.99019E-09,3.99,22.62,12.97,1032.61
96,1.98059E-09,1.45094E-09,3.99,22.62,12.97,1032.61
97,1.98389E-09,2.00117E-09,3.99,22.62,12.97,1032.61
98,1.98719E-09,1.3102E-09,3.99,22.62,12.97,1032.61
99,1.99049E-09,2.01121E-09,3.99,22.62,12.97,1032.61
100,1.9938E-09,1.77057E-09,3.99,22.62,12.97,1032.61
101,1.99712E-09,2.01586E-09,3.99,22.62,12.97,1032.61
102,2.00043E-09,1.65374E-09,3.99,22.62,12.97,1032.61
103,2.00376E-09,1.93577E-09,3.99,22.62,12.97,1032.61
104,2.00708E-09,1.64357E-09,3.99,22.62,12.97,1032.61
105,2.01041E-09,1.87051E-09,3.99,22.62,12.97,1032.61
106,2.01375E-09,1.54326E-09,3.99,22.62,12.97,1032.61
107,2.01709E-09,2.04839E-09,3.99,22.62,12.97,1032.61
108,2.02043E-09,1.34072E-09,3.99,22.62,12.97,1032.61
109,2.02378E-09,1.98864E-09,3.99,22.62,12.97,1032.61
110,2.02713E-09,1.11173E-09,3.99,22.62,12.97,1032.61
111,2.03049E-09,1.975E-09,3.99,22.62,12.97,1032.61
112,2.03385E-09,1.49261E-09,3.99,22.62,12.97,1032.61
113,2.03722E-09,1.95637E-09,3.99,22.62,12.97,1032.61
114,2.04059E-09,1.16285E-09,3.99,22.62,12.97,1032.61
115,2.04396E-09,1.90884E-09,3.99,22.62,12.97,1032.61
116,2.04734E-09,1.36235E-09,3.99,22.62,12.97,1032.61
117,2.05073E-09,1.88915E-09,3.99,22.62,12.97,1032.61
118,2.05412E-09,1.90535E-09,3.99,22.62,12.97,1032.61
119,2.05751E-09,1.93832E-09,3.99,22.62,12.97,1032.61
120,2.06091E-09,2.12382E-09,3.99,22.62,12.97,1032.61
121,2.06431E-09,1.92951E-09,3.99,22.62,12.97,1032.61
122,2.06772E-09,1.20269E-09,3.99,22.62,12.97,1032.61
123,2.07114E-09,1.9202E-09,3.99,22.62,12.97,1032.61
124,2.07455E-09,1.30201E-09,3.99,22.62,12.97,1032.61
125,2.07798E-09,1.88854E-09,3.99,22.62,12.97,1032.61
126,2.08141E-09,2.04027E-09,3.99,22.62,12.97,1032.61
127,2.08484E-09,1.87453E-09,3.99,22.62,12.97,1032.61
128,2.08828E-09,2.18461E-09,3.99,22.62,12.97,1032.61
129,2.09172E-09,1.95222E-09,3.99,22.62,12.97,1032.61
130,2.09517E-09,2.11185E-09,3.99,22.62,12.97,1032.61
131,2.09862E-09,1.8435E-09,3.99,22.62,12.97,1032.61
132,2.10208E-09,1.99372E-09,3.99,22.62,12.97,1032.61
133,2.10554E-09,1.40236E-09,3.99,22.62,12.97,1032.61
134,2.10901E-09,1.97794E-09,3.99,22.62,12.97,1032.61
135,2.11248E-09,1.20325E-09,3.99,22.62,12.97,1032.61
136,2.11596E-09,1.99867E-09,3.99,22.62,12.97,1032.61
137,2.11944E-09,2.22368E-09,3.99,22.62,12.97,1032.61
138,2.12293E-09,2.00897E-09,3.99,22.62,12.97,1032.61
139,2.12642E-09,1.20348E-09,3.99,22.62,12.97,1032.61
140,2.12992E-09,1.88753E-09,3.99,22.62,12.97,1032.61
141,2.13342E-09,2.18483E-09,3.99,22.62,12.97,1032.61
142,2.13693E-09,1.72261E-09,3.99,22.62,12.97,1032.61
143,2.14045E-09,2.13376E-09,3.99,22.62,12.97,1032.61
144,2.14397E-09,1.95173E-09,3.99,22.62,12.97,1032.61
145,2.14749E-09,2.0879E-09,3.99,22.62,12.97,1032.61
146,2.15102E-09,1.89647E-09,3.99,22.62,12.97,1032.61
147,2.15456E-09,2.06367E-09,3.99,22.62,12.97,1032.61
148,2.1581E-09,1.72138E-09,3.99,22.62,12.97,1032.61
149,2.16164E-09,2.20814E-09,3.99,22.62,12.97,1032.61
150,2.16519E-09,1.41252E-09,3.99,22.62,12.97,1032.61
151,2.16875E-09,2.14285E-09,3.99,22.62,12.97,1032.61
152,2.17231E-09,1.23248E-09,3.99,22.62,12.97,1032.61
153,2.17588E-09,2.03355E-09,3.99,22.62,12.97,1032.61
154,2.17945E-09,1.44319E-09,3.99,22.62,12.97,1032.61
155,2.18303E-09,2.01255E-09,3.99,22.62,12.97,1032.61
156,2.18661E-09,1.24518E-09,3.99,22.62,12.97,1032.61
157,2.1902E-09,1.93164E-09,3.99,22.62,12.97,1032.61
158,2.19379E-09,2.4356E-09,3.99,22.62,12.97,1032.61
159,2.19739E-09,1.67688E-09,3.99,22.62,12.97,1032.61
160,2.201E-09,2.09704E-09,3.99,22.62,12.97,1032.61
161,2.20461E-09,1.88583E-09,3.99,22.62,12.97,1032.61
162,2.20822E-09,2.00555E-09,3.99,22.62,12.97,1032.61
163,2.21184E-09,1.34788E-09,3.99,22.62,12.97,1032.61
164,2.21547E-09,1.98872E-09,3.99,22.62,12.97,1032.61
165,2.2191E-09,1.55328E-09,3.99,22.62,12.97,1032.61
166,2.22274E-09,2.04848E-09,3.99,22.62,12.97,1032.61
167,2.22638E-09,2.35472E-09,3.99,22.62,12.97,1032.61
168,2.23003E-09,2.05657E-09,3.99,22.62,12.97,1032.61
169,2.23369E-09,2.26253E-09,3.99,22.62,12.97,1032.61
170,2.23735E-09,1.99796E-09,3.99,22.62,12.97,1032.61
171,2.24101E-09,2.28791E-09,3.99,22.62,12.97,1032.61
172,2.24468E-09,1.90932E-09,3.99,22.62,12.97,1032.61
173,2.24836E-09,2.30011E-09,3.99,22.62,12.97,1032.61
174,2.25204E-09,1.61942E-09,3.99,22.62,12.97,1032.61
175,2.25573E-09,2.21974E-09,3.99,22.62,12.97,1032.61
176,2.25943E-09,2.02044E-09,3.99,22.62,12.97,1032.61
177,2.26313E-09,2.11254E-09,3.99,22.62,12.97,1032.61
178,2.26683E-09,1.90754E-09,3.99,22.62,12.97,1032.61
179,2.27055E-09,2.0994E-09,3.99,22.62,12.97,1032.61
180,2.27426E-09,1.452E-09,3.99,22.62,12.97,1032.61
181,2.27799E-09,2.24358E-09,3.99,22.62,12.97,1032.61
182,2.28171E-09,1.429E-09,3.99,22.62,12.97,1032.61
183,2.28545E-09,2.10656E-09,3.99,22.62,12.97,1032.61
184,2.28919E-09,2.3688E-09,3.99,22.62,12.97,1032.61
185,2.29322E-09,2.12815E-09,4.0098,22.62,13.05,1032.69
186,2.29688E-09,2.17471E-09,4.0001,22.62,13,1032.64
187,2.30053E-09,2.05474E-09,3.9901,22.62,12.97,1032.61
188,2.3044E-09,2.3682E-09,3.9999,22.62,13,1032.64
189,2.30819E-09,1.73426E-09,4,22.62,13,1032.64
190,2.31199E-09,2.28524E-09,4,22.62,13,1032.64
191,2.31579E-09,1.44568E-09,4,22.62,13,1032.64
192,2.31959E-09,2.19276E-09,4,22.62,13,1032.64
193,2.3234E-09,2.00872E-09,4,22.62,13,1032.64
194,2.32722E-09,2.08847E-09,4,22.62,13,1032.64
195,2.33104E-09,1.77128E-09,4,22.62,13,1032.64
196,2.33487E-09,2.12211E-09,4,22.62,13,1032.64
197,2.3387E-09,1.43586E-09,4,22.62,13,1032.64
198,2.34254E-09,2.38913E-09,4,22.62,13,1032.64
199,2.34638E-09,1.41437E-09,4,22.62,13,1032.64
200,2.35023E-09,2.1675E-09,4,22.62,13,1032.64
201,2.35408E-09,2.31597E-09,4,22.62,13,1032.64
202,2.35794E-09,2.13976E-09,4,22.62,13,1032.64
203,2.36181E-09,1.40378E-09,4,22.62,13,1032.64
204,2.36568E-09,2.1184E-09,4,22.62,13,1032.64
205,2.36956E-09,1.97396E-09,4,22.62,13,1032.64
206,2.37345E-09,2.10007E-09,4,22.62,13,1032.64
207,2.37734E-09,2.36867E-09,4,22.62,13,1032.64
208,2.38124E-09,2.17717E-09,4,22.62,13,1032.64
209,2.38514E-09,2.32922E-09,4,22.62,13,1032.64
210,2.38905E-09,2.03303E-09,4,22.62,13,1032.64
211,2.39296E-09,2.16139E-09,4,22.62,13,1032.64
212,2.39689E-09,1.38036E-09,4,22.62,13,1032.64
213,2.40081E-09,2.04671E-09,4,22.62,13,1032.64
214,2.40475E-09,2.35472E-09,4,22.62,13,1032.64
215,2.40869E-09,2.25271E-09,4,22.62,13,1032.64
216,2.41263E-09,2.46671E-09,4,22.62,13,1032.64
217,2.41659E-09,2.15349E-09,4,22.62,13,1032.64
218,2.42054E-09,2.36916E-09,4,22.62,13,1032.64
219,2.42451E-09,2.09212E-09,4,22.62,13,1032.64
220,2.42848E-09,2.45105E-09,4,22.62,13,1032.64
221,2.43246E-09,1.71551E-09,4,22.62,13,1032.64
222,2.43644E-09,2.33787E-09,4,22.62,13,1032.64
223,2.44043E-09,1.50472E-09,4,22.62,13,1032.64
224,2.44443E-09,2.28292E-09,4,22.62,13,1032.64
225,2.44843E-09,1.58295E-09,4,22.62,13,1032.64
226,2.45244E-09,2.23209E-09,4,22.62,13,1032.64
227,2.45646E-09,1.8872E-09,4,22.62,13,1032.64
228,2.46048E-09,2.26083E-09,4,22.62,13,1032.64
229,2.46451E-09,2.53821E-09,4,22.62,13,1032.64
230,2.46854E-09,2.19129E-09,4,22.62,13,1032.64
231,2.47258E-09,2.35606E-09,4,22.62,13,1032.64
232,2.47663E-09,2.01029E-09,4,22.62,13,1032.64
233,2.48068E-09,2.28803E-09,4,22.62,13,1032.64
234,2.48474E-09,1.53868E-09,4,22.62,13,1032.64
235,2.48881E-09,2.37652E-09,4,22.62,13,1032.64
236,2.49289E-09,2.05684E-09,4,22.62,13,1032.64
237,2.49697E-09,2.31476E-09,4,22.62,13,1032.64
238,2.50105E-09,2.50994E-09,4,22.62,13,1032.64
239,2.50515E-09,2.15392E-09,4,22.62,13,1032.64
240,2.50925E-09,2.46569E-09,4,22.62,13,1032.64
241,2.51335E-09,2.25382E-09,4,22.62,13,1032.64
242,2.51746E-09,2.78078E-09,4,22.62,13,1032.64
243,2.52158E-09,1.96935E-09,4,22.62,13,1032.64
244,2.52571E-09,2.36727E-09,4,22.62,13,1032.64
245,2.52984E-09,1.53079E-09,4,22.62,13,1032.64
246,2.53398E-09,2.44538E-09,4,22.62,13,1032.64
247,2.53813E-09,1.9328E-09,4,22.62,13,1032.64
248,2.54228E-09,2.34006E-09,4,22.62,13,1032.64
249,2.54644E-09,1.61065E-09,4,22.62,13,1032.64
250,2.55061E-09,2.31025E-09,4,22.62,13,1032.64
251,2.55478E-09,1.81434E-09,4,22.62,13,1032.64
252,2.55896E-09,2.37931E-09,4,22.62,13,1032.64
253,2.56314E-09,2.25298E-09,4,22.62,13,1032.64
254,2.56734E-09,2.38373E-09,4,22.62,13,1032.64
255,2.57154E-09,2.56854E-09,4,22.62,13,1032.64
256,2.57574E-09,2.34649E-09,4,22.62,13,1032.64
257,2.57996E-09,1.58348E-09,4,22.62,13,1032.64
258,2.58418E-09,2.28372E-09,4,22.62,13,1032.64
259,2.5884E-09,1.49568E-09,4,22.62,13,1032.64
260,2.59264E-09,2.3091E-09,4,22.62,13,1032.64
261,2.59688E-09,1.53025E-09,4,22.62,13,1032.64
262,2.60113E-09,2.41757E-09,4,22.62,13,1032.64
263,2.60538E-09,1.46351E-09,4,22.62,13,1032.64
264,2.60964E-09,2.41688E-09,4,22.62,13,1032.64
265,2.61391E-09,1.59331E-09,4,22.62,13,1032.64
266,2.61818E-09,2.51697E-09,4,22.62,13,1032.64
267,2.62246E-09,1.91167E-09,4,22.62,13,1032.64
268,2.62675E-09,2.43527E-09,4,22.62,13,1032.64
269,2.63105E-09,1.89998E-09,4,22.62,13,1032.64
270,2.63535E-09,2.32641E-09,4,22.62,13,1032.64
271,2.63966E-09,1.58335E-09,4,22.62,13,1032.64
272,2.64398E-09,2.40431E-09,4,22.62,13,1032.64
273,2.6483E-09,1.57521E-09,4,22.62,13,1032.64
274,2.65263E-09,2.50243E-09,4,22.62,13,1032.64
275,2.65697E-09,1.51494E-09,4,22.62,13,1032.64
276,2.66131E-09,2.43126E-09,4,22.62,13,1032.64
277,2.66566E-09,1.9771E-09,4,22.62,13,1032.64
278,2.67002E-09,2.44989E-09,4,22.62,13,1032.64
279,2.67439E-09,1.59359E-09,4,22.62,13,1032.64
280,2.67876E-09,2.36351E-09,4,22.62,13,1032.64
281,2.68314E-09,2.5831E-09,4,22.62,13,1032.64
282,2.68753E-09,2.22946E-09,4,22.62,13,1032.64
283,2.69192E-09,2.70226E-09,4,22.62,13,1032.64
284,2.69632E-09,2.36126E-09,4,22.62,13,1032.64
285,2.70073E-09,2.46777E-09,4,22.62,13,1032.64
286,2.70515E-09,1.84705E-09,4,22.62,13,1032.64
287,2.70957E-09,2.43462E-09,4,22.62,13,1032.64
288,2.714E-09,1.58444E-09,4,22.62,13,1032.64
289,2.71843E-09,2.53132E-09,4,22.62,13,1032.64
290,2.72288E-09,3.01516E-09,4,22.62,13,1032.64
291,2.72733E-09,2.44641E-09,4,22.62,13,1032.64
292,2.73179E-09,2.84691E-09,4,22.62,13,1032.64
293,2.73625E-09,2.40335E-09,4,22.62,13,1032.64
294,2.74073E-09,2.64299E-09,4,22.62,13,1032.64
295,2.74521E-09,2.41501E-09,4,22.62,13,1032.64
296,2.74969E-09,2.87932E-09,4,22.62,13,1032.64
297,2.75419E-09,2.3765E-09,4,22.62,13,1032.64
298,2.75869E-09,2.84622E-09,4,22.62,13,1032.64
299,2.7632E-09,2.01522E-09,4,22.62,13,1032.64
300,2.76772E-09,2.7311E-09,4,22.62,13,1032.64
301,2.77224E-09,2.36157E-09,4,22.62,13,1032.64
302,2.77677E-09,2.59774E-09,4,22.62,13,1032.64
303,2.78131E-09,1.96749E-09,4,22.62,13,1032.64
304,2.78586E-09,2.52074E-09,4,22.62,13,1032.64
305,2.79041E-09,1.76561E-09,4,22.62,13,1032.64
306,2.79497E-09,2.69758E-09,4,22.62,13,1032.64
307,2.79954E-09,1.66063E-09,4,22.62,13,1032.64
308,2.80411E-09,2.65062E-09,4,22.62,13,1032.64
309,2.8087E-09,1.65079E-09,4,22.62,13,1032.64
310,2.81329E-09,2.60542E-09,4,22.62,13,1032.64
311,2.81788E-09,2.16724E-09,4,22.62,13,1032.64
312,2.82249E-09,2.50839E-09,4,22.62,13,1032.64
313,2.8271E-09,1.73567E-09,4,22.62,13,1032.64
314,2.83172E-09,2.43349E-09,4,22.62,13,1032.64
315,2.83635E-09,1.69602E-09,4,22.62,13,1032.64
316,2.84099E-09,2.51801E-09,4,22.62,13,1032.64
317,2.84563E-09,2.61428E-09,4,22.62,13,1032.64
318,2.85028E-09,2.60031E-09,4,22.62,13,1032.64
319,2.85494E-09,1.66899E-09,4,22.62,13,1032.64
320,2.8596E-09,2.53216E-09,4,22.62,13,1032.64
321,2.86428E-09,2.70541E-09,4,22.62,13,1032.64
322,2.86896E-09,2.44328E-09,4,22.62,13,1032.64
323,2.87365E-09,3.01416E-09,4,22.62,13,1032.64
324,2.87834E-09,2.47439E-09,4,22.62,13,1032.64
325,2.88305E-09,2.831E-09,4,22.62,13,1032.64
326,2.88776E-09,2.06134E-09,4,22.62,13,1032.64
327,2.89248E-09,2.92546E-09,4,22.62,13,1032.64
328,2.8972E-09,2.44556E-09,4,22.62,13,1032.64
329,2.90194E-09,2.81461E-09,4,22.62,13,1032.64
330,2.90668E-09,2.57288E-09,4,22.62,13,1032.64
331,2.91143E-09,2.58509E-09,4,22.62,13,1032.64
332,2.91619E-09,2.48415E-09,4,22.62,13,1032.64
333,2.92095E-09,2.99742E-09,4,22.62,13,1032.64
334,2.92573E-09,2.35081E-09,4,22.62,13,1032.64
335,2.93051E-09,2.89512E-09,4,22.62,13,1032.64
336,2.9353E-09,1.94827E-09,4,22.62,13,1032.64
337,2.94009E-09,2.74607E-09,4,22.62,13,1032.64
338,2.9449E-09,2.51431E-09,4,22.62,13,1032.64
339,2.94971E-09,2.59928E-09,4,22.62,13,1032.64
340,2.95453E-09,2.13043E-09,4,22.62,13,1032.64
341,2.95936E-09,2.61028E-09,4,22.62,13,1032.64
342,2.96419E-09,1.7665E-09,4,22.62,13,1032.64
343,2.96903E-09,2.72862E-09,4,22.62,13,1032.64
344,2.97389E-09,1.6894E-09,4,22.62,13,1032.64
345,2.97875E-09,2.66611E-09,4,22.62,13,1032.64
346,2.98361E-09,2.02494E-09,4,22.62,13,1032.64
347,2.98849E-09,2.73122E-09,4,22.62,13,1032.64
348,2.99337E-09,2.42973E-09,4,22.62,13,1032.64
349,2.99826E-09,2.68889E-09,4,22.62,13,1032.64
350,3.00316E-09,1.96841E-09,4,22.62,13,1032.64
351,3.00807E-09,2.63861E-09,4,22.62,13,1032.64
352,3.01298E-09,1.79712E-09,4,22.62,13,1032.64
353,3.01791E-09,2.71336E-09,4,22.62,13,1032.64
354,3.02284E-09,1.76757E-09,4,22.62,13,1032.64
355,3.02778E-09,2.6669E-09,4,22.62,13,1032.64
356,3.03272E-09,2.04808E-09,4,22.62,13,1032.64
357,3.03768E-09,2.71589E-09,4,22.62,13,1032.64
358,3.04264E-09,2.54279E-09,4,22.62,13,1032.64
359,3.04761E-09,2.73645E-09,4,22.62,13,1032.64
360,3.05259E-09,2.15619E-09,4,22.62,13,1032.64
361,3.05758E-09,2.77976E-09,4,22.62,13,1032.64
362,3.06257E-09,2.12022E-09,4,22.62,13,1032.64
363,3.06758E-09,2.70114E-09,4,22.62,13,1032.64
364,3.07259E-09,2.21803E-09,4,22.62,13,1032.64
365,3.07761E-09,2.92706E-09,4,22.62,13,1032.64
366,3.08264E-09,2.09775E-09,4,22.62,13,1032.64
367,3.08768E-09,2.89257E-09,4,22.62,13,1032.64
368,3.09272E-09,2.05033E-09,4,22.62,13,1032.64
369,3.09777E-09,2.81062E-09,4,22.62,13,1032.64
370,3.10283E-09,2.57288E-09,4,22.62,13,1032.64
371,3.1079E-09,2.84821E-09,4,22.62,13,1032.64
372,3.11298E-09,2.45867E-09,4,22.62,13,1032.64
373,3.11807E-09,2.84705E-09,4,22.62,13,1032.64
374,3.12316E-09,2.54407E-09,4,22.62,13,1032.64
375,3.12826E-09,2.84792E-09,4,22.62,13,1032.64
376,3.13337E-09,2.61753E-09,4,22.62,13,1032.64
377,3.13849E-09,3.26682E-09,4,22.62,13,1032.64
378,3.14362E-09,2.6367E-09,4,22.62,13,1032.64
379,3.14876E-09,3.17503E-09,4,22.62,13,1032.64
380,3.1539E-09,2.74284E-09,4,22.62,13,1032.64
381,3.15905E-09,3.32451E-09,4,22.62,13,1032.64
382,3.16422E-09,2.75999E-09,4,22.62,13,1032.64
383,3.16938E-09,3.26822E-09,4,22.62,13,1032.64
384,3.17456E-09,2.69735E-09,4,22.62,13,1032.64
385,3.17975E-09,3.24899E-09,4,22.62,13,1032.64
386,3.18494E-09,2.87135E-09,4,22.62,13,1032.64
387,3.19015E-09,1.85104E-09,4,22.62,13,1032.64
388,3.19536E-09,2.69841E-09,4,22.62,13,1032.64
389,3.20058E-09,2.36126E-09,4,22.62,13,1032.64
390,3.20581E-09,2.70358E-09,4,22.62,13,1032.64
391,3.21105E-09,3.36237E-09,4,22.62,13,1032.64
392,3.21629E-09,2.82389E-09,4,22.62,13,1032.64
393,3.22155E-09,3.26886E-09,4,22.62,13,1032.64
394,3.22681E-09,2.87154E-09,4,22.62,13,1032.64
395,3.23208E-09,3.08807E-09,4,22.62,13,1032.64
396,3.23736E-09,2.68023E-09,4,22.62,13,1032.64
397,3.24265E-09,3.4992E-09,4,22.62,13,1032.64
398,3.24795E-09,2.60923E-09,4,22.62,13,1032.64
399,3.25325E-09,3.10306E-09,4,22.62,13,1032.64
400,3.25857E-09,2.35187E-09,4,22.62,13,1032.64
401,3.26389E-09,2.94514E-09,4,22.62,13,1032.64
402,3.26922E-09,2.02769E-09,4,22.62,13,1032.64
403,3.27456E-09,2.97571E-09,4,22.62,13,1032.64
404,3.27991E-09,2.69447E-09,4,22.62,13,1032.64
405,3.28527E-09,2.98244E-09,4,22.62,13,1032.64
406,3.29064E-09,2.31091E-09,4,22.62,13,1032.64
407,3.29601E-09,2.89472E-09,4,22.62,13,1032.64
408,3.3014E-09,1.9705E-09,4,22.62,13,1032.64
409,3.30679E-09,2.9922E-09,4,22.62,13,1032.64
410,3.31219E-09,2.05135E-09,4,22.62,13,1032.64
411,3.31761E-09,2.99301E-09,4,22.62,13,1032.64
412,3.32303E-09,3.00262E-09,4,22.62,13,1032.64
413,3.32845E-09,2.95172E-09,4,22.62,13,1032.64
414,3.33389E-09,2.15831E-09,4,22.62,13,1032.64
415,3.33934E-09,2.97703E-09,4,22.62,13,1032.64
416,3.34479E-09,1.94912E-09,4,22.62,13,1032.64
417,3.35026E-09,2.90764E-09,4,22.62,13,1032.64
418,3.35573E-09,1.94844E-09,4,22.62,13,1032.64
419,3.36121E-09,3.04376E-09,4,22.62,13,1032.64
420,3.3667E-09,2.14713E-09,4,22.62,13,1032.64
421,3.3722E-09,3.6366E-09,4,22.62,13,1032.64
422,3.37771E-09,2.09305E-09,4,22.62,13,1032.64
423,3.38323E-09,3.04514E-09,4,22.62,13,1032.64
424,3.38876E-09,2.77298E-09,4,22.62,13,1032.64
425,3.39429E-09,2.91595E-09,4,22.62,13,1032.64
