Time,Power,Operation,FR,CR,Rho,Insert_Rho
4299,1.18571E-08,1.46054E-08,4,22.61,13,1031.92
4300,1.18789E-08,1.78202E-08,4,22.61,13,1031.92
4301,1.19006E-08,1.4853E-08,4,22.61,13,1031.92
4302,1.19223E-08,1.49589E-08,4,22.61,13,1031.92
4303,1.1944E-08,1.47945E-08,4,22.61,13,1031.92
4304,1.19657E-08,1.7723E-08,4,22.61,13,1031.92
4305,1.19873E-08,1.44397E-08,4,22.61,13,1031.92
4306,1.2009E-08,1.47827E-08,4,22.61,13,1031.92
4307,1.20307E-08,1.46252E-08,4,22.61,13,1031.92
4308,1.20523E-08,1.50402E-08,4,22.61,13,1031.92
4309,1.2074E-08,1.40644E-08,4,22.61,13,1031.92
4310,1.20957E-08,1.48598E-08,4,22.61,13,1031.92
4311,1.21173E-08,1.56517E-08,4,22.61,13,1031.92
4312,1.2139E-08,1.49765E-08,4,22.61,13,1031.92
4313,1.21606E-08,1.59209E-08,4,22.61,13,1031.92
4314,1.21823E-08,1.48978E-08,4,22.61,13,1031.92
4315,1.2204E-08,1.48765E-08,4,22.61,13,1031.92
4316,1.22256E-08,1.48765E-08,4,22.61,13,1031.92
4317,1.22473E-08,1.53022E-08,4,22.61,13,1031.92
4318,1.2269E-08,1.43094E-08,4,22.61,13,1031.92
4319,1.22907E-08,1.50335E-08,4,22.61,13,1031.92
4320,1.23124E-08,1.75286E-08,4,22.61,13,1031.92
4321,1.23341E-08,1.553E-08,4,22.61,13,1031.92
4322,1.23558E-08,1.53144E-08,4,22.61,13,1031.92
4323,1.23775E-08,1.52247E-08,4,22.61,13,1031.92
4324,1.23992E-08,1.66623E-08,4,22.61,13,1031.92
4325,1.2421E-08,1.47459E-08,4,22.61,13,1031.92
4326,1.24427E-08,1.5127E-08,4,22.61,13,1031.92
4327,1.24645E-08,1.51356E-08,4,22.61,13,1031.92
4328,1.24863E-08,1.51356E-08,4,22.61,13,1031.92
4329,1.2508E-08,1.4798E-08,4,22.61,13,1031.92
4330,1.25298E-08,1.52144E-08,4,22.61,13,1031.92
4331,1.25516E-08,1.82405E-08,4,22.61,13,1031.92
4332,1.25735E-08,1.55444E-08,4,22.61,13,1031.92
4333,1.25953E-08,1.56639E-08,4,22.61,13,1031.92
4334,1.26171E-08,1.52319E-08,4,22.61,13,1031.92
4335,1.2639E-08,1.57473E-08,4,22.61,13,1031.92
4336,1.26609E-08,1.51481E-08,4,22.61,13,1031.92
4337,1.26828E-08,1.53074E-08,4,22.61,13,1031.92
4338,1.27047E-08,1.53975E-08,4,22.61,13,1031.92
4339,1.27266E-08,1.57508E-08,4,22.61,13,1031.92
4340,1.27486E-08,1.67674E-08,4,22.61,13,1031.92
4341,1.27705E-08,1.53404E-08,4,22.61,13,1031.92
4342,1.27925E-08,1.58382E-08,4,22.61,13,1031.92
4343,1.28145E-08,1.49801E-08,4,22.61,13,1031.92
4344,1.28365E-08,1.53905E-08,4,22.61,13,1031.92
4345,1.28586E-08,1.5574E-08,4,22.61,13,1031.92
4346,1.28806E-08,1.57544E-08,4,22.61,13,1031.92
4347,1.29027E-08,1.8669E-08,4,22.61,13,1031.92
4348,1.29248E-08,1.59065E-08,4,22.61,13,1031.92
4349,1.29469E-08,1.56711E-08,4,22.61,13,1031.92
4350,1.2969E-08,1.54918E-08,4,22.61,13,1031.92
4351,1.29912E-08,1.71453E-08,4,22.61,13,1031.92
4352,1.30134E-08,1.56096E-08,4,22.61,13,1031.92
4353,1.30356E-08,1.56657E-08,4,22.61,13,1031.92
4354,1.30578E-08,1.51462E-08,4,22.61,13,1031.92
4355,1.308E-08,1.57455E-08,4,22.61,13,1031.92
4356,1.31023E-08,1.52337E-08,4,22.61,13,1031.92
4357,1.31245E-08,1.56586E-08,4,22.61,13,1031.92
4358,1.31469E-08,1.77405E-08,4,22.61,13,1031.92
4359,1.31692E-08,1.57098E-08,4,22.61,13,1031.92
4360,1.31915E-08,1.67656E-08,4,22.61,13,1031.92
4361,1.32139E-08,1.55142E-08,4,22.61,13,1031.92
4362,1.32363E-08,1.57526E-08,4,22.61,13,1031.92
4363,1.32587E-08,1.5758E-08,4,22.61,13,1031.92
4364,1.32812E-08,1.62089E-08,4,22.61,13,1031.92
4365,1.33036E-08,1.51573E-08,4,22.61,13,1031.92
4366,1.33261E-08,1.60145E-08,4,22.61,13,1031.92
4367,1.33487E-08,1.70595E-08,4,22.61,13,1031.92
4368,1.33712E-08,1.61441E-08,4,22.61,13,1031.92
4369,1.33938E-08,1.62162E-08,4,22.61,13,1031.92
4370,1.34164E-08,1.5946E-08,4,22.61,13,1031.92
4371,1.3439E-08,1.60306E-08,4,22.61,13,1031.92
4372,1.34616E-08,1.55867E-08,4,22.61,13,1031.92
4373,1.34843E-08,1.60234E-08,4,22.61,13,1031.92
4374,1.3507E-08,1.81537E-08,4,22.61,13,1031.92
4375,1.35297E-08,1.61664E-08,4,22.61,13,1031.92
4376,1.35525E-08,1.6308E-08,4,22.61,13,1031.92
4377,1.35753E-08,1.61287E-08,4,22.61,13,1031.92
4378,1.35981E-08,1.69653E-08,4,22.61,13,1031.92
4379,1.36209E-08,1.52582E-08,4,22.61,13,1031.92
4380,1.36438E-08,1.61982E-08,4,22.61,13,1031.92
4381,1.36667E-08,1.91057E-08,4,22.61,13,1031.92
4382,1.36896E-08,1.64611E-08,4,22.61,13,1031.92
4383,1.37125E-08,1.93269E-08,4,22.61,13,1031.92
4384,1.37355E-08,1.64655E-08,4,22.61,13,1031.92
4385,1.37585E-08,1.63136E-08,4,22.61,13,1031.92
4386,1.37815E-08,1.64968E-08,4,22.61,13,1031.92
4387,1.38046E-08,1.65006E-08,4,22.61,13,1031.92
4388,1.38277E-08,1.56842E-08,4,22.61,13,1031.92
4389,1.38508E-08,1.60252E-08,4,22.61,13,1031.92
4390,1.38739E-08,1.96504E-08,4,22.61,13,1031.92
4391,1.38971E-08,1.6197E-08,4,22.61,13,1031.92
4392,1.39203E-08,1.66803E-08,4,22.61,13,1031.92
4393,1.39436E-08,1.67861E-08,4,22.61,13,1031.92
4394,1.39668E-08,1.64135E-08,4,22.61,13,1031.92
4395,1.39901E-08,1.64987E-08,4,22.61,13,1031.92
4396,1.40135E-08,1.65006E-08,4,22.61,13,1031.92
4397,1.40368E-08,1.72627E-08,4,22.61,13,1031.92
4398,1.40602E-08,1.61481E-08,4,22.61,13,1031.92
4399,1.40836E-08,1.65865E-08,4,22.61,13,1031.92
4400,1.41071E-08,1.61344E-08,4,22.61,13,1031.92
4401,1.41306E-08,1.70614E-08,4,22.61,13,1031.92
4402,1.41541E-08,1.98952E-08,4,22.61,13,1031.92
4403,1.41776E-08,1.68513E-08,4,22.61,13,1031.92
4404,1.42012E-08,1.6883E-08,4,22.61,13,1031.92
4405,1.42248E-08,1.64155E-08,4,22.61,13,1031.92
4406,1.42485E-08,1.68754E-08,4,22.61,13,1031.92
4407,1.42722E-08,1.64155E-08,4,22.61,13,1031.92
4408,1.42959E-08,1.6686E-08,4,22.61,13,1031.92
4409,1.43196E-08,1.96636E-08,4,22.61,13,1031.92
4410,1.43434E-08,1.71334E-08,4,22.61,13,1031.92
4411,1.43672E-08,1.70805E-08,4,22.61,13,1031.92
4412,1.4391E-08,1.68889E-08,4,22.61,13,1031.92
4413,1.44149E-08,1.679E-08,4,22.61,13,1031.92
4414,1.44388E-08,1.63213E-08,4,22.61,13,1031.92
4415,1.44627E-08,1.67785E-08,4,22.61,13,1031.92
4416,1.44867E-08,1.74645E-08,4,22.61,13,1031.92
4417,1.45107E-08,1.70884E-08,4,22.61,13,1031.92
4418,1.45348E-08,1.82776E-08,4,22.61,13,1031.92
4419,1.45588E-08,1.72015E-08,4,22.61,13,1031.92
4420,1.45829E-08,2.02378E-08,4,22.61,13,1031.92
4421,1.46071E-08,1.69533E-08,4,22.61,13,1031.92
4422,1.46313E-08,1.72704E-08,4,22.61,13,1031.92
4423,1.46555E-08,1.68928E-08,4,22.61,13,1031.92
4424,1.46797E-08,1.71732E-08,4,22.61,13,1031.92
4425,1.4704E-08,2.02378E-08,4,22.61,13,1031.92
4426,1.47283E-08,1.667E-08,4,22.61,13,1031.92
4427,1.47527E-08,1.92217E-08,4,22.61,13,1031.92
4428,1.47771E-08,1.73182E-08,4,22.61,13,1031.92
4429,1.48015E-08,1.79745E-08,4,22.61,13,1031.92
4430,1.48259E-08,1.6907E-08,4,22.61,13,1031.92
4431,1.48504E-08,1.73681E-08,4,22.61,13,1031.92
4432,1.4875E-08,1.72803E-08,4,22.61,13,1031.92
4433,1.48995E-08,1.74743E-08,4,22.61,13,1031.92
4434,1.49241E-08,1.72823E-08,4,22.61,13,1031.92
4435,1.49488E-08,1.69884E-08,4,22.61,13,1031.92
4436,1.49734E-08,1.68869E-08,4,22.61,13,1031.92
4437,1.49982E-08,1.78654E-08,4,22.61,13,1031.92
4438,1.50229E-08,1.87115E-08,4,22.61,13,1031.92
4439,1.50477E-08,1.7405E-08,4,22.61,13,1031.92
4440,1.50725E-08,2.10598E-08,4,22.61,13,1031.92
4441,1.50974E-08,1.78498E-08,4,22.61,13,1031.92
4442,1.51222E-08,1.73861E-08,4,22.61,13,1031.92
4443,1.51472E-08,1.74763E-08,4,22.61,13,1031.92
4444,1.51721E-08,2.08247E-08,4,22.61,13,1031.92
4445,1.51972E-08,1.75466E-08,4,22.61,13,1031.92
4446,1.52222E-08,1.89159E-08,4,22.61,13,1031.92
4447,1.52473E-08,1.7706E-08,4,22.61,13,1031.92
4448,1.52724E-08,1.74824E-08,4,22.61,13,1031.92
4449,1.52975E-08,1.738E-08,4,22.61,13,1031.92
4450,1.53227E-08,1.77747E-08,4,22.61,13,1031.92
4451,1.5348E-08,1.70945E-08,4,22.61,13,1031.92
4452,1.53732E-08,1.77687E-08,4,22.61,13,1031.92
4453,1.53985E-08,2.00221E-08,4,22.61,13,1031.92
4454,1.54239E-08,1.77285E-08,4,22.61,13,1031.92
4455,1.54493E-08,1.82896E-08,4,22.61,13,1031.92
4456,1.54747E-08,1.78938E-08,4,22.61,13,1031.92
4457,1.55002E-08,1.80884E-08,4,22.61,13,1031.92
4458,1.55257E-08,1.71007E-08,4,22.61,13,1031.92
4459,1.55512E-08,1.80723E-08,4,22.61,13,1031.92
4460,1.55768E-08,1.85056E-08,4,22.61,13,1031.92
4461,1.56024E-08,1.83063E-08,4,22.61,13,1031.92
4462,1.56281E-08,1.92558E-08,4,22.61,13,1031.92
4463,1.56537E-08,1.82186E-08,4,22.61,13,1031.92
4464,1.56795E-08,2.11957E-08,4,22.61,13,1031.92
4465,1.57053E-08,1.77522E-08,4,22.61,13,1031.92
4466,1.57311E-08,1.82896E-08,4,22.61,13,1031.92
4467,1.57569E-08,1.76931E-08,4,22.61,13,1031.92
4468,1.57828E-08,1.80843E-08,4,22.61,13,1031.92
4469,1.58087E-08,1.75895E-08,4,22.61,13,1031.92
4470,1.58347E-08,1.78793E-08,4,22.61,13,1031.92
4471,1.58607E-08,1.95765E-08,4,22.61,13,1031.92
4472,1.58868E-08,1.82253E-08,4,22.61,13,1031.92
4473,1.59129E-08,1.85076E-08,4,22.61,13,1031.92
4474,1.5939E-08,1.83063E-08,4,22.61,13,1031.92
4475,1.59652E-08,1.85098E-08,4,22.61,13,1031.92
4476,1.59914E-08,1.7898E-08,4,22.61,13,1031.92
4477,1.60177E-08,1.83973E-08,4,22.61,13,1031.92
4478,1.6044E-08,1.93669E-08,4,22.61,13,1031.92
4479,1.60703E-08,1.79155E-08,4,22.61,13,1031.92
4480,1.60967E-08,1.82937E-08,4,22.61,13,1031.92
4481,1.61231E-08,1.77932E-08,4,22.61,13,1031.92
4482,1.61496E-08,1.82917E-08,4,22.61,13,1031.92
4483,1.61761E-08,1.95848E-08,4,22.61,13,1031.92
4484,1.62026E-08,1.86407E-08,4,22.61,13,1031.92
4485,1.62292E-08,1.82055E-08,4,22.61,13,1031.92
4486,1.62558E-08,1.85076E-08,4,22.61,13,1031.92
4487,1.62825E-08,1.84098E-08,4,22.61,13,1031.92
4488,1.63092E-08,1.78959E-08,4,22.61,13,1031.92
4489,1.63359E-08,1.83973E-08,4,22.61,13,1031.92
4490,1.63627E-08,2.1932E-08,4,22.61,13,1031.92
4491,1.63896E-08,1.85838E-08,4,22.61,13,1031.92
4492,1.64165E-08,1.86187E-08,4,22.61,13,1031.92
4493,1.64434E-08,1.85161E-08,4,22.61,13,1031.92
4494,1.64703E-08,1.883E-08,4,22.61,13,1031.92
4495,1.64973E-08,1.82098E-08,4,22.61,13,1031.92
4496,1.65244E-08,1.85076E-08,4,22.61,13,1031.92
4497,1.65515E-08,2.09636E-08,4,22.61,13,1031.92
4498,1.65786E-08,1.87741E-08,4,22.61,13,1031.92
4499,1.66058E-08,1.89409E-08,4,22.61,13,1031.92
4500,1.6633E-08,1.84185E-08,4,22.61,13,1031.92
4501,1.66603E-08,1.96979E-08,4,22.61,13,1031.92
4502,1.66876E-08,1.85382E-08,4,22.61,13,1031.92
4503,1.67149E-08,1.883E-08,4,22.61,13,1031.92
4504,1.67423E-08,2.12085E-08,4,22.61,13,1031.92
4505,1.67698E-08,1.92065E-08,4,22.61,13,1031.92
4506,1.67972E-08,1.94918E-08,4,22.61,13,1031.92
4507,1.68248E-08,1.90635E-08,4,22.61,13,1031.92
4508,1.68523E-08,2.23206E-08,4,22.61,13,1031.92
4509,1.68799E-08,1.85915E-08,4,22.61,13,1031.92
4510,1.69076E-08,1.883E-08,4,22.61,13,1031.92
4511,1.69353E-08,1.94852E-08,4,22.61,13,1031.92
4512,1.6963E-08,1.92797E-08,4,22.61,13,1031.92
4513,1.69908E-08,1.85292E-08,4,22.61,13,1031.92
4514,1.70186E-08,1.91516E-08,4,22.61,13,1031.92
4515,1.70465E-08,1.90568E-08,4,22.61,13,1031.92
4516,1.70744E-08,1.92708E-08,4,22.61,13,1031.92
4517,1.71024E-08,2.2325E-08,4,22.61,13,1031.92
4518,1.71304E-08,1.94465E-08,4,22.61,13,1031.92
4519,1.71585E-08,2.00542E-08,4,22.61,13,1031.92
4520,1.71865E-08,1.90749E-08,4,22.61,13,1031.92
4521,1.72147E-08,1.91624E-08,4,22.61,13,1031.92
4522,1.72429E-08,1.9273E-08,4,22.61,13,1031.92
4523,1.72711E-08,2.01655E-08,4,22.61,13,1031.92
4524,1.72994E-08,1.897E-08,4,22.61,13,1031.92
4525,1.73277E-08,1.97086E-08,4,22.61,13,1031.92
4526,1.73561E-08,1.88542E-08,4,22.61,13,1031.92
4527,1.73845E-08,1.93755E-08,4,22.61,13,1031.92
4528,1.74129E-08,1.9169E-08,4,22.61,13,1031.92
4529,1.74414E-08,1.93821E-08,4,22.61,13,1031.92
4530,1.747E-08,1.9169E-08,4,22.61,13,1031.92
4531,1.74986E-08,1.9273E-08,4,22.61,13,1031.92
4532,1.75272E-08,2.01655E-08,4,22.61,13,1031.92
4533,1.75559E-08,1.95122E-08,4,22.61,13,1031.92
4534,1.75846E-08,2.32315E-08,4,22.61,13,1031.92
4535,1.76134E-08,1.95746E-08,4,22.61,13,1031.92
4536,1.76423E-08,1.97197E-08,4,22.61,13,1031.92
4537,1.76711E-08,1.97242E-08,4,22.61,13,1031.92
4538,1.77E-08,2.01745E-08,4,22.61,13,1031.92
4539,1.7729E-08,1.9185E-08,4,22.61,13,1031.92
4540,1.7758E-08,1.96021E-08,4,22.61,13,1031.92
4541,1.77871E-08,2.05168E-08,4,22.61,13,1031.92
4542,1.78162E-08,1.97404E-08,4,22.61,13,1031.92
4543,1.78453E-08,2.15891E-08,4,22.61,13,1031.92
4544,1.78745E-08,1.99861E-08,4,22.61,13,1031.92
4545,1.79038E-08,2.28496E-08,4,22.61,13,1031.92
4546,1.79331E-08,1.98995E-08,4,22.61,13,1031.92
4547,1.79624E-08,2.06375E-08,4,22.61,13,1031.92
4548,1.79918E-08,1.98544E-08,4,22.61,13,1031.92
4549,1.80212E-08,1.99503E-08,4,22.61,13,1031.92
4550,1.80507E-08,1.98404E-08,4,22.61,13,1031.92
4551,1.80802E-08,2.02909E-08,4,22.61,13,1031.92
4552,1.81098E-08,1.95145E-08,4,22.61,13,1031.92
4553,1.81394E-08,2.00564E-08,4,22.61,13,1031.92
4554,1.81691E-08,2.06421E-08,4,22.61,13,1031.92
4555,1.81988E-08,2.06538E-08,4,22.61,13,1031.92
4556,1.82286E-08,2.17301E-08,4,22.61,13,1031.92
4557,1.82584E-08,2.03292E-08,4,22.61,13,1031.92
4558,1.82883E-08,2.0186E-08,4,22.61,13,1031.92
4559,1.83182E-08,1.99572E-08,4,22.61,13,1031.92
4560,1.83481E-08,2.05236E-08,4,22.61,13,1031.92
4561,1.83781E-08,1.99643E-08,4,22.61,13,1031.92
4562,1.84082E-08,2.04081E-08,4,22.61,13,1031.92
4563,1.84383E-08,2.11205E-08,4,22.61,13,1031.92
4564,1.84684E-08,2.04317E-08,4,22.61,13,1031.92
4565,1.84986E-08,2.20967E-08,4,22.61,13,1031.92
4566,1.85289E-08,2.06833E-08,4,22.61,13,1031.92
4567,1.85592E-08,2.35191E-08,4,22.61,13,1031.92
4568,1.85895E-08,2.03657E-08,4,22.61,13,1031.92
4569,1.86199E-08,2.20943E-08,4,22.61,13,1031.92
4570,1.86504E-08,2.04517E-08,4,22.61,13,1031.92
4571,1.86809E-08,2.04174E-08,4,22.61,13,1031.92
4572,1.87114E-08,2.03025E-08,4,22.61,13,1031.92
4573,1.8742E-08,2.06467E-08,4,22.61,13,1031.92
4574,1.87727E-08,2.05376E-08,4,22.61,13,1031.92
4575,1.88034E-08,2.06514E-08,4,22.61,13,1031.92
4576,1.88341E-08,2.04221E-08,4,22.61,13,1031.92
4577,1.88649E-08,2.07659E-08,4,22.61,13,1031.92
4578,1.88957E-08,2.2609E-08,4,22.61,13,1031.92
4579,1.89266E-08,2.10462E-08,4,22.61,13,1031.92
4580,1.89576E-08,2.23597E-08,4,22.61,13,1031.92
4581,1.89886E-08,2.08053E-08,4,22.61,13,1031.92
4582,1.90196E-08,2.24816E-08,4,22.61,13,1031.92
4583,1.90507E-08,2.06911E-08,4,22.61,13,1031.92
4584,1.90819E-08,2.37867E-08,4,22.61,13,1031.92
4585,1.91131E-08,2.0486E-08,4,22.61,13,1031.92
4586,1.91443E-08,2.12401E-08,4,22.61,13,1031.92
4587,1.91756E-08,2.06659E-08,4,22.61,13,1031.92
4588,1.92069E-08,2.10064E-08,4,22.61,13,1031.92
4589,1.92383E-08,2.07778E-08,4,22.61,13,1031.92
4590,1.92698E-08,2.10088E-08,4,22.61,13,1031.92
4591,1.93013E-08,2.08954E-08,4,22.61,13,1031.92
4592,1.93328E-08,2.11301E-08,4,22.61,13,1031.92
4593,1.93644E-08,2.1016E-08,4,22.61,13,1031.92
4594,1.93961E-08,2.11325E-08,4,22.61,13,1031.92
4595,1.94278E-08,2.48979E-08,4,22.61,13,1031.92
4596,1.94596E-08,2.13313E-08,4,22.61,13,1031.92
4597,1.94914E-08,2.16198E-08,4,22.61,13,1031.92
4598,1.95232E-08,2.10259E-08,4,22.61,13,1031.92
4599,1.95551E-08,2.28708E-08,4,22.61,13,1031.92
4600,1.95871E-08,2.08157E-08,4,22.61,13,1031.92
4601,1.96191E-08,2.16101E-08,4,22.61,13,1031.92
4602,1.96512E-08,2.16272E-08,4,22.61,13,1031.92
4603,1.96833E-08,2.12643E-08,4,22.61,13,1031.92
4604,1.97155E-08,2.07827E-08,4,22.61,13,1031.92
4605,1.97477E-08,2.12472E-08,4,22.61,13,1031.92
4606,1.978E-08,2.09002E-08,4,22.61,13,1031.92
4607,1.98123E-08,2.12496E-08,4,22.61,13,1031.92
4608,1.98447E-08,2.23646E-08,4,22.61,13,1031.92
4609,1.98771E-08,2.17647E-08,4,22.61,13,1031.92
4610,1.99096E-08,2.51936E-08,4,22.61,13,1031.92
4611,1.99421E-08,2.14573E-08,4,22.61,13,1031.92
4612,1.99747E-08,2.17446E-08,4,22.61,13,1031.92
4613,2.00074E-08,2.13871E-08,4,22.61,13,1031.92
4614,2.00401E-08,2.19914E-08,4,22.61,13,1031.92
4615,2.00728E-08,2.17571E-08,4,22.61,13,1031.92
4616,2.01056E-08,2.1752E-08,4,22.61,13,1031.92
4617,2.01385E-08,2.13871E-08,4,22.61,13,1031.92
4618,2.01714E-08,2.17446E-08,4,22.61,13,1031.92
4619,2.02043E-08,2.38087E-08,4,22.61,13,1031.92
4620,2.02374E-08,2.1794E-08,4,22.61,13,1031.92
4621,2.02704E-08,2.18751E-08,4,22.61,13,1031.92
4622,2.03036E-08,2.18776E-08,4,22.61,13,1031.92
4623,2.03367E-08,2.3148E-08,4,22.61,13,1031.92
4624,2.037E-08,2.16581E-08,4,22.61,13,1031.92
4625,2.04033E-08,2.57678E-08,4,22.61,13,1031.92
4626,2.04366E-08,2.1834E-08,4,22.61,13,1031.92
4627,2.047E-08,2.35411E-08,4,22.61,13,1031.92
4628,2.05035E-08,2.16662E-08,4,22.61,13,1031.92
4629,2.0537E-08,2.18726E-08,4,22.61,13,1031.92
4630,2.05705E-08,2.18776E-08,4,22.61,13,1031.92
4631,2.06041E-08,2.53391E-08,4,22.61,13,1031.92
4632,2.06378E-08,2.18252E-08,4,22.61,13,1031.92
4633,2.06715E-08,2.36745E-08,4,22.61,13,1031.92
4634,2.07053E-08,2.17913E-08,4,22.61,13,1031.92
4635,2.07391E-08,2.26286E-08,4,22.61,13,1031.92
4636,2.0773E-08,2.22665E-08,4,22.61,13,1031.92
4637,2.0807E-08,2.21335E-08,4,22.61,13,1031.92
4638,2.0841E-08,2.21309E-08,4,22.61,13,1031.92
4639,2.0875E-08,2.21309E-08,4,22.61,13,1031.92
4640,2.09091E-08,2.21309E-08,4,22.61,13,1031.92
4641,2.09433E-08,2.23821E-08,4,22.61,13,1031.92
4642,2.09775E-08,2.22613E-08,4,22.61,13,1031.92
4643,2.10118E-08,2.21335E-08,4,22.61,13,1031.92
4644,2.10461E-08,2.28931E-08,4,22.61,13,1031.92
4645,2.10805E-08,2.23976E-08,4,22.61,13,1031.92
4646,2.1115E-08,2.60764E-08,4,22.61,13,1031.92
4647,2.11495E-08,2.24625E-08,4,22.61,13,1031.92
4648,2.1184E-08,2.34212E-08,4,22.61,13,1031.92
4649,2.12186E-08,2.20327E-08,4,22.61,13,1031.92
4650,2.12533E-08,2.51987E-08,4,22.61,13,1031.92
4651,2.1288E-08,2.24447E-08,4,22.61,13,1031.92
4652,2.13228E-08,2.27694E-08,4,22.61,13,1031.92
4653,2.13576E-08,2.26491E-08,4,22.61,13,1031.92
4654,2.13925E-08,2.31634E-08,4,22.61,13,1031.92
4655,2.14275E-08,2.27851E-08,4,22.61,13,1031.92
4656,2.14625E-08,2.26491E-08,4,22.61,13,1031.92
4657,2.14976E-08,2.22665E-08,4,22.61,13,1031.92
4658,2.15327E-08,2.28957E-08,4,22.61,13,1031.92
4659,2.15679E-08,2.22717E-08,4,22.61,13,1031.92
4660,2.16031E-08,2.31556E-08,4,22.61,13,1031.92
4661,2.16384E-08,2.2914E-08,4,22.61,13,1031.92
4662,2.16738E-08,2.26517E-08,4,22.61,13,1031.92
4663,2.17092E-08,2.26464E-08,4,22.61,13,1031.92
4664,2.17446E-08,2.32945E-08,4,22.61,13,1031.92
4665,2.17802E-08,2.26597E-08,4,22.61,13,1031.92
4666,2.18158E-08,2.27746E-08,4,22.61,13,1031.92
4667,2.18514E-08,2.27772E-08,4,22.61,13,1031.92
4668,2.18871E-08,2.32971E-08,4,22.61,13,1031.92
4669,2.19229E-08,2.29167E-08,4,22.61,13,1031.92
4670,2.19587E-08,2.34316E-08,4,22.61,13,1031.92
4671,2.19945E-08,2.26624E-08,4,22.61,13,1031.92
4672,2.20305E-08,2.31634E-08,4,22.61,13,1031.92
4673,2.20665E-08,2.27851E-08,4,22.61,13,1031.92
4674,2.21025E-08,2.35616E-08,4,22.61,13,1031.92
4675,2.21386E-08,2.3182E-08,4,22.61,13,1031.92
4676,2.21748E-08,2.34369E-08,4,22.61,13,1031.92
4677,2.2211E-08,2.33104E-08,4,22.61,13,1031.92
4678,2.22473E-08,2.37056E-08,4,22.61,13,1031.92
4679,2.22837E-08,2.30544E-08,4,22.61,13,1031.92
4680,2.23201E-08,2.30409E-08,4,22.61,13,1031.92
4681,2.23565E-08,2.74523E-08,4,22.61,13,1031.92
4682,2.23931E-08,2.33924E-08,4,22.61,13,1031.92
4683,2.24296E-08,2.38398E-08,4,22.61,13,1031.92
4684,2.24663E-08,2.33186E-08,4,22.61,13,1031.92
4685,2.2503E-08,2.39747E-08,4,22.61,13,1031.92
4686,2.25398E-08,2.31902E-08,4,22.61,13,1031.92
4687,2.25766E-08,2.37029E-08,4,22.61,13,1031.92
4688,2.26135E-08,2.49495E-08,4,22.61,13,1031.92
4689,2.26504E-08,2.36056E-08,4,22.61,13,1031.92
4690,2.26874E-08,2.3445E-08,4,22.61,13,1031.92
4691,2.27245E-08,2.35749E-08,4,22.61,13,1031.92
4692,2.27616E-08,2.76188E-08,4,22.61,13,1031.92
4693,2.27988E-08,2.33956E-08,4,22.61,13,1031.92
4694,2.2836E-08,2.37056E-08,4,22.61,13,1031.92
4695,2.28733E-08,2.35803E-08,4,22.61,13,1031.92
4696,2.29107E-08,2.38452E-08,4,22.61,13,1031.92
4697,2.29481E-08,2.33186E-08,4,22.61,13,1031.92
4698,2.29856E-08,2.38398E-08,4,22.61,13,1031.92
4699,2.30232E-08,2.55223E-08,4,22.61,13,1031.92
4700,2.30608E-08,2.36172E-08,4,22.61,13,1031.92
4701,2.30985E-08,2.41158E-08,4,22.61,13,1031.92
4702,2.31362E-08,2.39911E-08,4,22.61,13,1031.92
4703,2.3174E-08,2.38534E-08,4,22.61,13,1031.92
4704,2.32119E-08,2.35831E-08,4,22.61,13,1031.92
4705,2.32498E-08,2.39801E-08,4,22.61,13,1031.92
4706,2.32878E-08,2.56696E-08,4,22.61,13,1031.92
4707,2.33258E-08,2.40226E-08,4,22.61,13,1031.92
4708,2.33639E-08,2.50963E-08,4,22.61,13,1031.92
4709,2.34021E-08,2.41467E-08,4,22.61,13,1031.92
4710,2.34403E-08,2.44006E-08,4,22.61,13,1031.92
4711,2.34786E-08,2.44062E-08,4,22.61,13,1031.92
4712,2.3517E-08,2.45443E-08,4,22.61,13,1031.92
4713,2.35554E-08,2.42717E-08,4,22.61,13,1031.92
4714,2.35938E-08,2.42661E-08,4,22.61,13,1031.92
4715,2.36324E-08,2.6711E-08,4,22.61,13,1031.92
4716,2.3671E-08,2.41795E-08,4,22.61,13,1031.92
4717,2.37097E-08,2.67082E-08,4,22.61,13,1031.92
4718,2.37484E-08,2.4316E-08,4,22.61,13,1031.92
4719,2.37872E-08,2.46803E-08,4,22.61,13,1031.92
4720,2.38261E-08,2.38674E-08,4,22.61,13,1031.92
4721,2.3865E-08,2.45332E-08,4,22.61,13,1031.92
4722,2.3904E-08,2.6566E-08,4,22.61,13,1031.92
4723,2.3943E-08,2.45883E-08,4,22.61,13,1031.92
4724,2.39821E-08,2.42717E-08,4,22.61,13,1031.92
4725,2.40213E-08,2.45415E-08,4,22.61,13,1031.92
4726,2.40605E-08,2.49661E-08,4,22.61,13,1031.92
4727,2.40999E-08,2.44176E-08,4,22.61,13,1031.92
4728,2.41392E-08,2.5678E-08,4,22.61,13,1031.92
4729,2.41787E-08,2.48488E-08,4,22.61,13,1031.92
4730,2.42182E-08,2.85979E-08,4,22.61,13,1031.92
4731,2.42577E-08,2.53321E-08,4,22.61,13,1031.92
4732,2.42973E-08,2.58406E-08,4,22.61,13,1031.92
4733,2.4337E-08,2.48518E-08,4,22.61,13,1031.92
4734,2.43768E-08,2.85979E-08,4,22.61,13,1031.92
4735,2.44166E-08,2.50487E-08,4,22.61,13,1031.92
