Time,Power,Operation,FR,CR,Rho,Insert_Rho
2184,2.41576E-09,2.95635E-09,13.1554,22.6,85.94,1104.14
2185,2.48029E-09,1.97117E-09,13.457,22.6,89.06,1107.26
2186,2.54959E-09,3.27899E-09,13.7966,22.6,92.57,1110.77
2187,2.61705E-09,2.40777E-09,14.0079,22.6,94.75,1112.95
2188,2.68712E-09,3.4765E-09,14.2278,22.6,97.02,1115.22
2189,2.76507E-09,2.63884E-09,14.5468,22.6,100.32,1118.52
2190,2.83988E-09,3.83376E-09,14.7084,22.6,101.98,1120.18
2191,2.91129E-09,3.09785E-09,14.7694,22.6,102.61,1120.81
2192,2.98376E-09,4.06397E-09,14.8393,22.6,103.34,1121.54
2193,3.05805E-09,3.37604E-09,14.9192,22.6,104.16,1122.36
2194,3.13173E-09,4.13701E-09,14.9596,22.6,104.59,1122.79
2195,3.20575E-09,3.43485E-09,14.9897,22.6,104.9,1123.1
2196,3.28032E-09,2.59366E-09,15.0098,22.6,105.14,1123.34
2197,3.35449E-09,3.62033E-09,15.01,22.6,105.14,1123.34
2198,3.42841E-09,2.81049E-09,15.0001,22.6,105,1123.2
2199,3.50367E-09,3.77029E-09,15,22.6,105,1123.2
2200,3.57986E-09,2.9595E-09,15,22.6,105,1123.2
2201,3.65701E-09,4.20431E-09,15,22.6,105,1123.2
2202,3.73519E-09,3.06654E-09,15,22.6,105,1123.2
2203,3.81446E-09,4.32725E-09,15,22.6,105,1123.2
2204,3.89487E-09,3.24698E-09,15,22.6,105,1123.2
2205,3.97648E-09,4.32906E-09,15,22.6,105,1123.2
2206,4.05933E-09,4.2182E-09,15,22.6,105,1123.2
2207,4.14349E-09,4.69948E-09,15,22.6,105,1123.2
2208,4.22898E-09,4.41859E-09,15,22.6,105,1123.2
2209,4.31587E-09,5.03455E-09,15,22.6,105,1123.2
2210,4.40419E-09,4.73461E-09,15,22.6,105,1123.2
2211,4.494E-09,5.33341E-09,15,22.6,105,1123.2
2212,4.58532E-09,4.73759E-09,15,22.6,105,1123.2
2213,4.67821E-09,3.85477E-09,15,22.6,105,1123.2
2214,4.77271E-09,5.20423E-09,15,22.6,105,1123.2
2215,4.86886E-09,4.01619E-09,15,22.6,105,1123.2
2216,4.96671E-09,5.23563E-09,15,22.6,105,1123.2
2217,5.06629E-09,4.34918E-09,15,22.6,105,1123.2
2218,5.16765E-09,5.64272E-09,15,22.6,105,1123.2
2219,5.27083E-09,4.63413E-09,15,22.6,105,1123.2
2220,5.37588E-09,5.84233E-09,15,22.6,105,1123.2
2221,5.48284E-09,4.99182E-09,15,22.6,105,1123.2
2222,5.59175E-09,6.18936E-09,15,22.6,105,1123.2
2223,5.70265E-09,5.95907E-09,15,22.6,105,1123.2
2224,5.8156E-09,6.1991E-09,15,22.6,105,1123.2
2225,5.93063E-09,5.75887E-09,15,22.6,105,1123.2
2226,6.04779E-09,6.48642E-09,15,22.6,105,1123.2
2227,6.16713E-09,6.31142E-09,15,22.6,105,1123.2
2228,6.28869E-09,7.23501E-09,15,22.6,105,1123.2
2229,6.41252E-09,6.31892E-09,15,22.6,105,1123.2
2230,6.53867E-09,7.27642E-09,15,22.6,105,1123.2
2231,6.66719E-09,6.28349E-09,15,22.6,105,1123.2
2232,6.79813E-09,7.23465E-09,15,22.6,105,1123.2
2233,6.93153E-09,7.24436E-09,15,22.6,105,1123.2
2234,7.06744E-09,7.80165E-09,15,22.6,105,1123.2
2235,7.20593E-09,7.58799E-09,15,22.6,105,1123.2
2236,7.34704E-09,7.89457E-09,15,22.6,105,1123.2
2237,7.49082E-09,8.03389E-09,15,22.6,105,1123.2
2238,7.63733E-09,8.41016E-09,15,22.6,105,1123.2
2239,7.78663E-09,8.13116E-09,15,22.6,105,1123.2
2240,7.93876E-09,7.99053E-09,15,22.6,105,1123.2
2241,8.0938E-09,8.65294E-09,15,22.6,105,1123.2
2242,8.25178E-09,1.06946E-08,15,22.6,105,1123.2
2243,8.41278E-09,8.87989E-09,15,22.6,105,1123.2
2244,8.57686E-09,1.08814E-08,15,22.6,105,1123.2
2245,8.74407E-09,9.24248E-09,15,22.6,105,1123.2
2246,8.91447E-09,1.13289E-08,15,22.6,105,1123.2
2247,9.08814E-09,9.51366E-09,15,22.6,105,1123.2
2248,9.26513E-09,1.0703E-08,15,22.6,105,1123.2
2249,9.44551E-09,9.89383E-09,15,22.6,105,1123.2
2250,9.62935E-09,9.82936E-09,15,22.6,105,1123.2
2251,9.81671E-09,1.02874E-08,15,22.6,105,1123.2
2252,1.00077E-08,1.15353E-08,15,22.6,105,1123.2
2253,1.02023E-08,1.08464E-08,15,22.6,105,1123.2
2254,1.04007E-08,1.30842E-08,15,22.6,105,1123.2
2255,1.06028E-08,1.08004E-08,15,22.6,105,1123.2
2256,1.08089E-08,1.34625E-08,15,22.6,105,1123.2
2257,1.10189E-08,1.15016E-08,15,22.6,105,1123.2
2258,1.12329E-08,1.23648E-08,15,22.6,105,1123.2
2259,1.14511E-08,1.18224E-08,15,22.6,105,1123.2
2260,1.16735E-08,1.355E-08,15,22.6,105,1123.2
2261,1.19001E-08,1.25275E-08,15,22.6,105,1123.2
2262,1.21311E-08,1.39492E-08,15,22.6,105,1123.2
2263,1.23666E-08,1.2603E-08,15,22.6,105,1123.2
2264,1.26066E-08,1.37917E-08,15,22.6,105,1123.2
2265,1.28512E-08,1.33399E-08,15,22.6,105,1123.2
2266,1.31005E-08,1.37992E-08,15,22.6,105,1123.2
2267,1.33546E-08,1.37254E-08,15,22.6,105,1123.2
2268,1.36137E-08,1.46964E-08,15,22.6,105,1123.2
2269,1.38777E-08,1.46226E-08,15,22.6,105,1123.2
2270,1.41468E-08,1.4959E-08,15,22.6,105,1123.2
2271,1.44211E-08,1.50479E-08,15,22.6,105,1123.2
2272,1.47007E-08,1.79593E-08,15,22.6,105,1123.2
2273,1.49856E-08,1.54252E-08,15,22.6,105,1123.2
2274,1.52761E-08,1.90181E-08,15,22.6,105,1123.2
2275,1.55722E-08,1.65261E-08,15,22.6,105,1123.2
2276,1.5874E-08,1.95799E-08,15,22.6,105,1123.2
2277,1.61816E-08,1.68163E-08,15,22.6,105,1123.2
2278,1.64951E-08,2.03811E-08,15,22.6,105,1123.2
2279,1.68147E-08,1.75077E-08,15,22.6,105,1123.2
2280,1.71405E-08,2.09782E-08,15,22.6,105,1123.2
2281,1.74725E-08,1.82252E-08,15,22.6,105,1123.2
2282,1.7811E-08,1.76859E-08,15,22.6,105,1123.2
2283,1.8156E-08,1.91498E-08,15,22.6,105,1123.2
2284,1.85076E-08,1.86263E-08,15,22.6,105,1123.2
2285,1.88661E-08,1.94897E-08,15,22.6,105,1123.2
2286,1.92314E-08,1.9722E-08,15,22.6,105,1123.2
2287,1.96038E-08,2.01791E-08,15,22.6,105,1123.2
2288,1.99835E-08,2.05317E-08,15,22.6,105,1123.2
2289,2.03704E-08,2.14934E-08,15,22.6,105,1123.2
2290,2.07648E-08,2.16259E-08,15,22.6,105,1123.2
2291,2.11668E-08,2.21259E-08,15,22.6,105,1123.2
2292,2.15766E-08,2.26413E-08,15,22.6,105,1123.2
2293,2.19943E-08,2.27759E-08,15,22.6,105,1123.2
2294,2.24201E-08,2.26478E-08,15,22.6,105,1123.2
2295,2.28541E-08,2.37031E-08,15,22.6,105,1123.2
2296,2.32965E-08,2.3579E-08,15,22.6,105,1123.2
2297,2.37474E-08,2.45374E-08,15,22.6,105,1123.2
2298,2.4207E-08,2.42689E-08,15,22.6,105,1123.2
2299,2.46755E-08,2.55435E-08,15,22.6,105,1123.2
2300,2.51531E-08,2.62952E-08,15,22.6,105,1123.2
2301,2.56399E-08,2.61532E-08,15,22.6,105,1123.2
2302,2.61361E-08,2.76858E-08,15,22.6,105,1123.2
2303,2.66418E-08,2.75439E-08,15,22.6,105,1123.2
2304,2.71574E-08,2.7858E-08,15,22.6,105,1123.2
2305,2.76829E-08,2.81806E-08,15,22.6,105,1123.2
2306,2.82186E-08,2.85069E-08,15,22.6,105,1123.2
2307,2.87646E-08,2.95021E-08,15,22.6,105,1123.2
2308,2.93212E-08,3.01926E-08,15,22.6,105,1123.2
2309,2.98885E-08,3.05457E-08,15,22.6,105,1123.2
2310,3.04668E-08,3.08994E-08,15,22.6,105,1123.2
2311,3.10562E-08,3.17963E-08,15,22.6,105,1123.2
2312,3.16571E-08,3.19871E-08,15,22.6,105,1123.2
2313,3.22696E-08,3.29137E-08,15,22.6,105,1123.2
2314,3.28939E-08,3.36823E-08,15,22.6,105,1123.2
2315,3.35302E-08,3.42709E-08,15,22.6,105,1123.2
2316,3.41789E-08,3.46697E-08,15,22.6,105,1123.2
2317,3.48401E-08,3.60851E-08,15,22.6,105,1123.2
2318,3.55141E-08,3.63057E-08,15,22.6,105,1123.2
2319,3.46115E-08,3.63078E-08,15,22.2436,79.37,1097.57
2320,3.30485E-08,3.41023E-08,15,21.8143,48.41,1066.61
2321,3.05392E-08,3.38864E-08,15,21.1764,2.47,1020.67
2322,2.85411E-08,2.95558E-08,15,20.7443,-28.12,990.08
2323,2.6594E-08,2.93444E-08,15,20.3143,-58.22,959.98
2324,2.42828E-08,2.55943E-08,15,19.7061,-100.78,917.42
2325,2.29251E-08,2.51232E-08,14.802,19.5614,-112.98,905.22
2326,2.1894E-08,2.29308E-08,14.3644,19.5501,-118.27,899.93
2327,2.09993E-08,2.30396E-08,13.9739,19.55,-122.3,895.9
2328,2.02692E-08,2.17649E-08,13.9106,19.55,-122.95,895.25
2329,1.96289E-08,2.11411E-08,13.91,19.55,-122.96,895.24
2330,1.90488E-08,2.04246E-08,13.91,19.55,-122.96,895.24
2331,1.84603E-08,2.31464E-08,13.6724,19.55,-125.42,892.78
2332,1.78648E-08,1.89875E-08,13.2641,19.55,-129.64,888.56
2333,1.72454E-08,2.22256E-08,12.6363,19.55,-136.13,882.07
2334,1.66886E-08,1.79292E-08,12.2142,19.55,-140.49,877.71
2335,1.61588E-08,1.95938E-08,11.7942,19.55,-144.81,873.39
2336,1.56113E-08,1.70087E-08,11.1663,19.55,-151.25,866.95
2337,1.51184E-08,1.679E-08,10.7442,19.55,-155.57,862.63
2338,1.46065E-08,1.58583E-08,10.0965,19.55,-162.21,855.99
2339,1.4146E-08,1.56693E-08,9.6643,19.55,-166.64,851.56
2340,1.37061E-08,1.49694E-08,9.2343,19.55,-171.05,847.15
2341,1.32484E-08,1.58401E-08,8.5865,19.55,-177.68,840.52
2342,1.28358E-08,1.37459E-08,8.1543,19.55,-182.12,836.08
2343,1.2445E-08,1.41214E-08,7.5065,19.55,-186.17,832.03
2344,1.20977E-08,1.25331E-08,7.0644,19.55,-188.38,829.82
2345,1.17687E-08,1.34799E-08,6.6343,19.55,-190.53,827.67
2346,1.14402E-08,1.20373E-08,5.9865,19.55,-193.77,824.44
2347,1.11365E-08,1.2512E-08,5.5444,19.55,-195.98,822.22
2348,1.08329E-08,1.15575E-08,4.8965,19.55,-199.21,818.98
2349,1.05523E-08,1.20179E-08,4.4643,19.55,-201.38,816.82
2350,1.02832E-08,1.13568E-08,4.0343,19.55,-203.53,814.67
2351,1.00245E-08,1.13501E-08,3.3964,19.55,-205.66,812.54
2352,9.78349E-09,1.03614E-08,2.9643,19.55,-207.07,811.13
2353,9.54498E-09,1.12115E-08,2.3264,19.55,-209.14,809.06
2354,9.32133E-09,9.40476E-09,1.8943,19.55,-210.54,807.66
2355,9.09887E-09,1.07631E-08,1.2465,19.55,-212.65,805.55
2356,8.89006E-09,9.1888E-09,0.8143,19.55,-214.05,804.15
2357,8.68881E-09,9.99173E-09,0.3843,19.55,-215.45,802.75
2358,8.4968E-09,8.92338E-09,0.0335,19.55,-216.59,801.61
2359,8.32208E-09,9.59813E-09,0.03,19.55,-216.6,801.6
2360,8.15513E-09,8.42586E-09,0.03,19.55,-216.6,801.6
2361,7.99475E-09,9.32336E-09,0.03,19.55,-216.6,801.6
2362,7.84032E-09,8.23353E-09,0.03,19.55,-216.6,801.6
2363,7.69133E-09,9.05931E-09,0.03,19.55,-216.6,801.6
2364,7.54737E-09,1.03386E-08,0.03,19.55,-216.6,801.6
2365,7.40807E-09,8.8259E-09,0.03,19.55,-216.6,801.6
2366,7.27311E-09,9.9881E-09,0.03,19.55,-216.6,801.6
2367,7.14221E-09,8.2402E-09,0.03,19.55,-216.6,801.6
2368,7.01514E-09,7.33719E-09,0.03,19.55,-216.6,801.6
2369,6.89165E-09,8.16676E-09,0.03,19.55,-216.6,801.6
2370,6.77156E-09,9.98175E-09,0.03,19.55,-216.6,801.6
2371,6.65467E-09,7.65327E-09,0.03,19.55,-216.6,801.6
2372,6.54081E-09,8.31076E-09,0.03,19.55,-216.6,801.6
2373,6.42985E-09,6.54917E-09,0.03,19.55,-216.6,801.6
2374,6.32163E-09,7.61859E-09,0.03,19.55,-216.6,801.6
2375,6.21603E-09,7.16612E-09,0.03,19.55,-216.6,801.6
2376,6.0367E-09,7.04005E-09,0.03,19.3916,-227.66,790.54
2377,5.76879E-09,6.00149E-09,0.03,19.0534,-251.39,766.81
2378,5.40846E-09,6.27053E-09,0.03,18.5055,-289.68,728.52
2379,5.11319E-09,5.11092E-09,0.03,18.1337,-315.72,702.48
2380,4.78308E-09,5.9142E-09,0.03,17.5855,-351.18,667.02
2381,4.57512E-09,5.53109E-09,0.03,17.4216,-361.52,656.68
2382,4.42468E-09,5.31103E-09,0.03,17.4101,-362.27,655.93
2383,4.29175E-09,6.40838E-09,0.03,17.41,-362.27,655.93
2384,4.16945E-09,5.02595E-09,0.03,17.41,-362.27,655.93
2385,4.05567E-09,3.85758E-09,0.03,17.41,-362.27,655.93
2386,3.94899E-09,4.7497E-09,0.03,17.41,-362.27,655.93
2387,3.84842E-09,3.70467E-09,0.03,17.41,-362.27,655.93
2388,3.75317E-09,4.51031E-09,0.03,17.41,-362.27,655.93
2389,3.66263E-09,3.78746E-09,0.03,17.41,-362.27,655.93
2390,3.57628E-09,4.40935E-09,0.03,17.41,-362.27,655.93
2391,3.49371E-09,5.1508E-09,0.03,17.41,-362.27,655.93
2392,3.41455E-09,4.34828E-09,0.03,17.41,-362.27,655.93
2393,3.3385E-09,4.89221E-09,0.03,17.41,-362.27,655.93
2394,3.2653E-09,4.01299E-09,0.03,17.41,-362.27,655.93
2395,3.19472E-09,3.1707E-09,0.03,17.41,-362.27,655.93
2396,3.12657E-09,3.99564E-09,0.03,17.41,-362.27,655.93
2397,3.06068E-09,4.83335E-09,0.03,17.41,-362.27,655.93
2398,2.99689E-09,3.34554E-09,0.03,17.41,-362.27,655.93
2399,2.93508E-09,3.90709E-09,0.03,17.41,-362.27,655.93
2400,2.87512E-09,2.59851E-09,0.03,17.41,-362.27,655.93
2401,2.81691E-09,3.55878E-09,0.03,17.41,-362.27,655.93
2402,2.76035E-09,2.77811E-09,0.03,17.41,-362.27,655.93
2403,2.70536E-09,3.40162E-09,0.03,17.41,-362.27,655.93
2404,2.65186E-09,2.59346E-09,0.03,17.41,-362.27,655.93
2405,2.59978E-09,3.13854E-09,0.03,17.41,-362.27,655.93
2406,2.54905E-09,3.90522E-09,0.03,17.41,-362.27,655.93
2407,2.49962E-09,3.11618E-09,0.03,17.41,-362.27,655.93
2408,2.46192E-09,3.38564E-09,0.03,17.4793,-357.93,660.27
2409,2.43444E-09,2.98941E-09,0.03,17.5988,-350.37,667.83
2410,2.39233E-09,3.01961E-09,0.03,17.6,-350.3,667.9
2411,2.34998E-09,2.43254E-09,0.03,17.6,-350.3,667.9
2412,2.30812E-09,3.13695E-09,0.03,17.6,-350.3,667.9
2413,2.2669E-09,1.96179E-09,0.03,17.6,-350.3,667.9
2414,2.22637E-09,2.89117E-09,0.03,17.6,-350.3,667.9
2415,2.20286E-09,3.48152E-09,0.03,17.7188,-342.81,675.39
2416,2.20046E-09,2.80906E-09,0.03,17.9675,-327.18,691.02
2417,2.1734E-09,2.1446E-09,0.03,17.9997,-325.1,693.1
2418,2.14103E-09,2.70138E-09,0.03,18,-325.1,693.1
2419,2.10809E-09,3.40099E-09,0.03,18,-325.1,693.1
2420,2.07507E-09,2.27608E-09,0.03,18,-325.1,693.1
2421,2.04214E-09,2.79683E-09,0.03,18,-325.1,693.1
2422,2.00944E-09,2.57271E-09,0.03,18,-325.1,693.1
2423,1.98263E-09,2.72118E-09,0.03,18.0396,-322.3,695.9
2424,1.99211E-09,2.14381E-09,0.03,18.3271,-302.21,715.99
2425,1.9679E-09,2.686E-09,0.03,18.33,-302,716.2
2426,1.94132E-09,1.95726E-09,0.03,18.33,-302,716.2
2427,1.91414E-09,2.52062E-09,0.03,18.33,-302,716.2
2428,1.8867E-09,1.67774E-09,0.03,18.33,-302,716.2
2429,1.8592E-09,2.57607E-09,0.03,18.33,-302,716.2
2430,1.83175E-09,1.7364E-09,0.03,18.33,-302,716.2
2431,1.80442E-09,2.48977E-09,0.03,18.33,-302,716.2
2432,1.77728E-09,2.79916E-09,0.03,18.33,-302,716.2
2433,1.7798E-09,2.32224E-09,0.03,18.5577,-286.04,732.16
2434,1.79628E-09,1.68519E-09,0.03,18.8471,-265.81,752.39
2435,1.77994E-09,2.31101E-09,0.03,18.85,-265.6,752.6
2436,1.76067E-09,1.56535E-09,0.03,18.85,-265.6,752.6
2437,1.74037E-09,2.28354E-09,0.03,18.85,-265.6,752.6
2438,1.71943E-09,1.39738E-09,0.03,18.85,-265.6,752.6
2439,1.69811E-09,2.38873E-09,0.03,18.85,-265.6,752.6
2440,1.67655E-09,1.34417E-09,0.03,18.85,-265.6,752.6
2441,1.65487E-09,2.34752E-09,0.03,18.85,-265.6,752.6
2442,1.63313E-09,1.49635E-09,0.03,18.85,-265.6,752.6
2443,1.6114E-09,2.26982E-09,0.03,18.85,-265.6,752.6
2444,1.61508E-09,1.75313E-09,0.03,19.0579,-251.04,767.16
2445,1.6265E-09,2.29853E-09,0.03,19.2877,-234.94,783.26
2446,1.61458E-09,1.73359E-09,0.03,19.2999,-234.1,784.1
2447,1.59926E-09,2.22089E-09,0.03,19.3,-234.1,784.1
2448,1.58297E-09,1.69387E-09,0.03,19.3,-234.1,784.1
2449,1.56607E-09,2.33767E-09,0.03,19.3,-234.1,784.1
2450,1.54878E-09,1.47935E-09,0.03,19.3,-234.1,784.1
2451,1.53122E-09,2.14351E-09,0.03,19.3,-234.1,784.1
2452,1.51347E-09,1.28955E-09,0.03,19.3,-234.1,784.1
2453,1.51911E-09,2.11724E-09,0.03,19.498,-220.24,797.96
2454,1.5164E-09,1.27479E-09,0.03,19.5891,-213.87,804.33
2455,1.50588E-09,2.32013E-09,0.03,19.6098,-212.4,805.8
2456,1.53093E-09,1.87742E-09,0.03,19.9268,-190.21,827.99
2457,1.52424E-09,2.15982E-09,0.03,19.93,-190,828.2
2458,1.51444E-09,1.83353E-09,0.03,19.93,-190,828.2
2459,1.50341E-09,2.1471E-09,0.03,19.93,-190,828.2
2460,1.49154E-09,1.94077E-09,0.03,19.93,-190,828.2
2461,1.47905E-09,2.32685E-09,0.03,19.93,-190,828.2
2462,1.46608E-09,1.89889E-09,0.03,19.93,-190,828.2
2463,1.45275E-09,2.09929E-09,0.03,19.93,-190,828.2
2464,1.44619E-09,1.8019E-09,0.03,19.9894,-185.87,832.33
2465,1.46248E-09,2.33878E-09,0.03,20.2276,-169.14,849.06
2466,1.459E-09,1.93169E-09,0.03,20.2597,-166.9,851.3
2467,1.45036E-09,2.22289E-09,0.03,20.26,-166.9,851.3
2468,1.44059E-09,1.89784E-09,0.03,20.26,-166.9,851.3
2469,1.43012E-09,2.18483E-09,0.03,20.26,-166.9,851.3
2470,1.41914E-09,1.85476E-09,0.03,20.26,-166.9,851.3
2471,1.42683E-09,1.27928E-09,0.03,20.4184,-155.84,862.36
2472,1.41921E-09,1.932E-09,0.03,20.42,-155.7,862.5
2473,1.43428E-09,1.43399E-09,0.03,20.618,-141.84,876.36
2474,1.43094E-09,1.74464E-09,0.03,20.6299,-141,877.2
2475,1.44814E-09,2.01566E-09,0.03,20.8181,-127.84,890.36
2476,1.45615E-09,2.07671E-09,0.03,20.8992,-122.17,896.03
2477,1.45388E-09,2.0655E-09,0.03,20.9,-122.1,896.1
2478,1.44977E-09,1.951E-09,0.03,20.9,-122.1,896.1
2479,1.4446E-09,2.24863E-09,0.03,20.9,-122.1,896.1
2480,1.43863E-09,1.97522E-09,0.03,20.9,-122.1,896.1
2481,1.432E-09,2.16082E-09,0.03,20.9,-122.1,896.1
2482,1.42485E-09,1.90803E-09,0.03,20.9,-122.1,896.1
2483,1.41725E-09,2.17251E-09,0.03,20.9,-122.1,896.1
2484,1.40927E-09,1.60896E-09,0.03,20.9,-122.1,896.1
2485,1.40097E-09,2.07256E-09,0.03,20.9,-122.1,896.1
2486,1.3924E-09,1.34858E-09,0.03,20.9,-122.1,896.1
2487,1.3836E-09,1.96611E-09,0.03,20.9,-122.1,896.1
2488,1.3746E-09,1.75008E-09,0.03,20.9,-122.1,896.1
2489,1.36544E-09,1.97018E-09,0.03,20.9,-122.1,896.1
2490,1.35614E-09,1.27326E-09,0.03,20.9,-122.1,896.1
2491,1.34672E-09,1.81417E-09,0.03,20.9,-122.1,896.1
2492,1.3372E-09,1.12899E-09,0.03,20.9,-122.1,896.1
2493,1.32761E-09,1.85469E-09,0.03,20.9,-122.1,896.1
2494,1.32146E-09,2.03994E-09,0.03,20.9297,-120,898.2
2495,1.33786E-09,1.82192E-09,0.03,21.1379,-105.17,913.03
2496,1.34564E-09,2.0866E-09,0.03,21.2291,-98.61,919.59
2497,1.34293E-09,1.875E-09,0.03,21.23,-98.54,919.66
2498,1.33871E-09,2.13531E-09,0.03,21.23,-98.54,919.66
2499,1.33502E-09,1.41979E-09,0.03,21.2399,-97.82,920.38
2500,1.34495E-09,1.92238E-09,0.03,21.3588,-89.25,928.95
2501,1.34281E-09,1.13649E-09,0.03,21.36,-89.18,929.02
2502,1.33924E-09,1.97526E-09,0.03,21.36,-89.18,929.02
2503,1.33502E-09,1.49261E-09,0.03,21.36,-89.18,929.02
2504,1.33031E-09,1.90128E-09,0.03,21.36,-89.18,929.02
2505,1.3252E-09,1.23003E-09,0.03,21.36,-89.18,929.02
2506,1.31977E-09,1.72278E-09,0.03,21.36,-89.18,929.02
2507,1.31407E-09,2.09762E-09,0.03,21.36,-89.18,929.02
2508,1.3347E-09,1.52809E-09,0.03,21.5679,-74.21,943.99
2509,1.33755E-09,2.05995E-09,0.03,21.5898,-72.62,945.58
2510,1.33634E-09,1.69226E-09,0.03,21.59,-72.62,945.58
2511,1.33807E-09,1.94723E-09,0.03,21.6197,-70.46,947.74
2512,1.34801E-09,1.23746E-09,0.03,21.7091,-64.05,954.15
2513,1.34836E-09,1.80347E-09,0.03,21.71,-63.98,954.22
2514,1.34737E-09,1.48241E-09,0.03,21.71,-63.98,954.22
2515,1.34572E-09,1.8796E-09,0.03,21.71,-63.98,954.22
2516,1.34356E-09,2.09918E-09,0.03,21.71,-63.98,954.22
2517,1.34099E-09,1.79167E-09,0.03,21.71,-63.98,954.22
2518,1.33806E-09,2.05088E-09,0.03,21.71,-63.98,954.22
2519,1.33483E-09,1.75089E-09,0.03,21.71,-63.98,954.22
2520,1.33134E-09,2.0272E-09,0.03,21.71,-63.98,954.22
2521,1.35009E-09,1.18345E-09,0.03,21.8783,-51.89,966.31
2522,1.35317E-09,1.98706E-09,0.03,21.8899,-51.02,967.18
2523,1.35338E-09,1.83186E-09,0.03,21.89,-51.02,967.18
2524,1.35958E-09,1.88311E-09,0.03,21.9395,-47.49,970.71
2525,1.37125E-09,1.15551E-09,0.03,22.0192,-41.73,976.47
2526,1.37383E-09,1.75183E-09,0.03,22.02,-41.66,976.54
2527,1.3877E-09,2.23391E-09,0.03,22.1091,-35.25,982.95
2528,1.39163E-09,1.52946E-09,0.03,22.11,-35.18,983.02
2529,1.39413E-09,2.03654E-09,0.03,22.11,-35.18,983.02
2530,1.40305E-09,1.71138E-09,0.03,22.1595,-31.65,986.55
2531,1.41929E-09,2.00379E-09,0.03,22.2491,-25.17,993.03
2532,1.42495E-09,1.36325E-09,0.03,22.25,-25.1,993.1
2533,1.4291E-09,1.97754E-09,0.03,22.25,-25.1,993.1
2534,1.4325E-09,1.34765E-09,0.03,22.25,-25.1,993.1
2535,1.45035E-09,1.96611E-09,0.03,22.349,-17.97,1000.23
2536,1.45674E-09,2.26172E-09,0.03,22.35,-17.9,1000.3
2537,1.46164E-09,2.00936E-09,0.03,22.35,-17.9,1000.3
2538,1.46586E-09,2.0766E-09,0.03,22.35,-17.9,1000.3
2539,1.46953E-09,1.95112E-09,0.03,22.35,-17.9,1000.3
2540,1.47276E-09,2.0879E-09,0.03,22.35,-17.9,1000.3
2541,1.47561E-09,1.55422E-09,0.03,22.35,-17.9,1000.3
2542,1.47812E-09,2.15658E-09,0.03,22.35,-17.9,1000.3
2543,1.48033E-09,1.17146E-09,0.03,22.35,-17.9,1000.3
2544,1.49792E-09,2.15271E-09,0.03,22.449,-10.77,1007.43
2545,1.50386E-09,2.15043E-09,0.03,22.45,-10.7,1007.5
2546,1.50843E-09,2.04282E-09,0.03,22.45,-10.7,1007.5
2547,1.51245E-09,1.23838E-09,0.03,22.45,-10.7,1007.5
2548,1.51606E-09,1.99902E-09,0.03,22.45,-10.7,1007.5
2549,1.53227E-09,1.70133E-09,0.03,22.5292,-5.01,1013.19
2550,1.53882E-09,1.94733E-09,0.03,22.53,-4.94,1013.26
2551,1.54415E-09,2.49199E-09,0.03,22.53,-4.94,1013.26
2552,1.54898E-09,2.00028E-09,0.03,22.53,-4.94,1013.26
2553,1.55341E-09,2.32742E-09,0.03,22.53,-4.94,1013.26
2554,1.55752E-09,1.99862E-09,0.03,22.53,-4.94,1013.26
2555,1.57473E-09,2.23629E-09,0.03,22.53,0,1013.26
2556,1.58084E-09,1.6096E-09,0.03,22.53,0,1013.26
2557,1.59841E-09,2.28399E-09,0.03,22.5993,4.97,1018.23
2558,1.60695E-09,1.34309E-09,0.03,22.6,5.04,1018.3
2559,1.6143E-09,2.22967E-09,0.03,22.6,5.04,1018.3
2560,1.62112E-09,2.48069E-09,0.03,22.6,5.04,1018.3
2561,1.62754E-09,2.16592E-09,0.03,22.6,5.04,1018.3
2562,1.63362E-09,2.39647E-09,0.03,22.6,5.04,1018.3
2563,1.63943E-09,2.08052E-09,0.03,22.6,5.04,1018.3
2564,1.64498E-09,1.99608E-09,0.03,22.6,5.04,1018.3
2565,1.65031E-09,2.00667E-09,0.03,22.6,5.04,1018.3
2566,1.65543E-09,2.49256E-09,0.03,22.6,5.04,1018.3
2567,1.66037E-09,1.88979E-09,0.03,22.6,5.04,1018.3
2568,1.66515E-09,2.42118E-09,0.03,22.6,5.04,1018.3
2569,1.66977E-09,2.0808E-09,0.03,22.6,5.04,1018.3
2570,1.67425E-09,2.36843E-09,0.03,22.6,5.04,1018.3
2571,1.68591E-09,2.1403E-09,0.03,22.6396,7.92,1021.18
2572,1.69217E-09,2.3156E-09,0.03,22.64,7.92,1021.18
2573,1.6978E-09,1.71414E-09,0.03,22.64,7.92,1021.18
2574,1.70317E-09,2.33787E-09,0.03,22.64,7.92,1021.18
2575,1.70834E-09,1.35892E-09,0.03,22.64,7.92,1021.18
2576,1.71335E-09,2.2171E-09,0.03,22.64,7.92,1021.18
2577,1.71263E-09,2.46645E-09,0.03,22.6103,5.76,1019.02
2578,1.70838E-09,2.14127E-09,0.03,22.5704,2.88,1016.14
2579,1.70981E-09,1.92963E-09,0.03,22.57,2.88,1016.14
2580,1.71177E-09,2.09962E-09,0.03,22.57,2.88,1016.14
2581,1.71386E-09,2.43723E-09,0.03,22.57,2.88,1016.14
2582,1.71975E-09,1.44718E-09,0.03,22.5898,4.32,1017.58
2583,1.72296E-09,2.29542E-09,0.03,22.59,4.32,1017.58
