Position       	Rod_FR_Worth   	Rod_CR_Worth   
12.9930        	84.2610        	401.6430       
12.9940        	84.2713        	401.6940       
12.9950        	84.2817        	401.7450       
12.9960        	84.2920        	401.7960       
12.9970        	84.3023        	401.8470       
12.9980        	84.3127        	401.8980       
12.9990        	84.3230        	401.9490       
13.0000        	84.3333        	402.0000       
13.0010        	84.3437        	402.0510       
13.0020        	84.3540        	402.1020       
13.0030        	84.3643        	402.1530       
13.0040        	84.3747        	402.2040       
13.0050        	84.3850        	402.2550       
13.0060        	84.3953        	402.3060       
13.0070        	84.4057        	402.3570       
13.0080        	84.4160        	402.4080       
13.0090        	84.4263        	402.4590       
13.0100        	84.4367        	402.5100       
13.0110        	84.4470        	402.5610       
13.0120        	84.4573        	402.6120       
13.0130        	84.4677        	402.6630       
13.0140        	84.4780        	402.7140       
13.0150        	84.4883        	402.7650       
13.0160        	84.4987        	402.8160       
13.0170        	84.5090        	402.8670       
13.0180        	84.5193        	402.9180       
13.0190        	84.5297        	402.9690       
13.0200        	84.5400        	403.0200       
13.0210        	84.5503        	403.0710       
13.0220        	84.5607        	403.1220       
13.0230        	84.5710        	403.1730       
13.0240        	84.5813        	403.2240       
13.0250        	84.5917        	403.2750       
13.0260        	84.6020        	403.3260       
13.0270        	84.6123        	403.3770       
13.0280        	84.6227        	403.4280       
13.0290        	84.6330        	403.4790       
13.0300        	84.6433        	403.5300       
13.0310        	84.6537        	403.5810       
13.0320        	84.6640        	403.6320       
13.0330        	84.6743        	403.6830       
13.0340        	84.6847        	403.7340       
13.0350        	84.6950        	403.7850       
13.0360        	84.7053        	403.8360       
13.0370        	84.7157        	403.8870       
13.0380        	84.7260        	403.9380       
13.0390        	84.7363        	403.9890       
13.0400        	84.7467        	404.0400       
13.0410        	84.7570        	404.0910       
13.0420        	84.7673        	404.1420       
13.0430        	84.7777        	404.1930       
13.0440        	84.7880        	404.2440       
13.0450        	84.7983        	404.2950       
13.0460        	84.8087        	404.3460       
13.0470        	84.8190        	404.3970       
13.0480        	84.8293        	404.4480       
13.0490        	84.8397        	404.4990       
13.0500        	84.8500        	404.5500       
13.0510        	84.8603        	404.6010       
13.0520        	84.8707        	404.6520       
13.0530        	84.8810        	404.7030       
13.0540        	84.8913        	404.7540       
13.0550        	84.9017        	404.8050       
13.0560        	84.9120        	404.8560       
13.0570        	84.9223        	404.9070       
13.0580        	84.9327        	404.9580       
13.0590        	84.9430        	405.0090       
13.0600        	84.9533        	405.0600       
13.0610        	84.9637        	405.1110       
13.0620        	84.9740        	405.1620       
13.0630        	84.9843        	405.2130       
13.0640        	84.9947        	405.2640       
13.0650        	85.0050        	405.3150       
13.0660        	85.0153        	405.3660       
13.0670        	85.0257        	405.4170       
13.0680        	85.0360        	405.4680       
13.0690        	85.0463        	405.5190       
13.0700        	85.0567        	405.5700       
13.0710        	85.0670        	405.6210       
13.0720        	85.0773        	405.6720       
13.0730        	85.0877        	405.7230       
13.0740        	85.0980        	405.7740       
13.0750        	85.1083        	405.8250       
13.0760        	85.1187        	405.8760       
13.0770        	85.1290        	405.9270       
13.0780        	85.1393        	405.9780       
13.0790        	85.1497        	406.0290       
13.0800        	85.1600        	406.0800       
13.0810        	85.1703        	406.1310       
13.0820        	85.1807        	406.1820       
13.0830        	85.1910        	406.2330       
13.0840        	85.2013        	406.2840       
13.0850        	85.2117        	406.3350       
13.0860        	85.2220        	406.3860       
13.0870        	85.2323        	406.4370       
13.0880        	85.2427        	406.4880       
13.0890        	85.2530        	406.5390       
13.0900        	85.2633        	406.5900       
13.0910        	85.2737        	406.6410       
13.0920        	85.2840        	406.6920       
13.0930        	85.2943        	406.7430       
13.0940        	85.3047        	406.7940       
13.0950        	85.3150        	406.8450       
13.0960        	85.3253        	406.8960       
13.0970        	85.3357        	406.9470       
13.0980        	85.3460        	406.9980       
13.0990        	85.3563        	407.0490       
13.1000        	85.3667        	407.1000       
13.1010        	85.3770        	407.1510       
13.1020        	85.3873        	407.2020       
13.1030        	85.3977        	407.2530       
13.1040        	85.4080        	407.3040       
13.1050        	85.4183        	407.3550       
13.1060        	85.4287        	407.4060       
13.1070        	85.4390        	407.4570       
13.1080        	85.4493        	407.5080       
13.1090        	85.4597        	407.5590       
13.1100        	85.4700        	407.6100       
13.1110        	85.4803        	407.6610       
13.1120        	85.4907        	407.7120       
13.1130        	85.5010        	407.7630       
13.1140        	85.5113        	407.8140       
13.1150        	85.5217        	407.8650       
13.1160        	85.5320        	407.9160       
13.1170        	85.5423        	407.9670       
13.1180        	85.5527        	408.0180       
13.1190        	85.5630        	408.0690       
13.1200        	85.5733        	408.1200       
13.1210        	85.5837        	408.1710       
13.1220        	85.5940        	408.2220       
13.1230        	85.6043        	408.2730       
13.1240        	85.6147        	408.3240       
13.1250        	85.6250        	408.3750       
13.1260        	85.6353        	408.4260       
13.1270        	85.6457        	408.4770       
13.1280        	85.6560        	408.5280       
13.1290        	85.6663        	408.5790       
13.1300        	85.6767        	408.6300       
13.1310        	85.6870        	408.6810       
13.1320        	85.6973        	408.7320       
13.1330        	85.7077        	408.7830       
13.1340        	85.7180        	408.8340       
13.1350        	85.7283        	408.8850       
13.1360        	85.7387        	408.9360       
13.1370        	85.7490        	408.9870       
13.1380        	85.7593        	409.0380       
13.1390        	85.7697        	409.0890       
13.1400        	85.7800        	409.1400       
13.1410        	85.7903        	409.1910       
13.1420        	85.8007        	409.2420       
13.1430        	85.8110        	409.2930       
13.1440        	85.8213        	409.3440       
13.1450        	85.8317        	409.3950       
13.1460        	85.8420        	409.4460       
13.1470        	85.8523        	409.4970       
13.1480        	85.8627        	409.5480       
13.1490        	85.8730        	409.5990       
13.1500        	85.8833        	409.6500       
13.1510        	85.8937        	409.7010       
13.1520        	85.9040        	409.7520       
13.1530        	85.9143        	409.8030       
13.1540        	85.9247        	409.8540       
13.1550        	85.9350        	409.9050       
13.1560        	85.9453        	409.9560       
13.1570        	85.9557        	410.0070       
13.1580        	85.9660        	410.0580       
13.1590        	85.9763        	410.1090       
13.1600        	85.9867        	410.1600       
13.1610        	85.9970        	410.2110       
13.1620        	86.0073        	410.2620       
13.1630        	86.0177        	410.3130       
13.1640        	86.0280        	410.3640       
13.1650        	86.0383        	410.4150       
13.1660        	86.0487        	410.4660       
13.1670        	86.0590        	410.5170       
13.1680        	86.0693        	410.5680       
13.1690        	86.0797        	410.6190       
13.1700        	86.0900        	410.6700       
13.1710        	86.1003        	410.7210       
13.1720        	86.1107        	410.7720       
13.1730        	86.1210        	410.8230       
13.1740        	86.1313        	410.8740       
13.1750        	86.1417        	410.9250       
13.1760        	86.1520        	410.9760       
13.1770        	86.1623        	411.0270       
13.1780        	86.1727        	411.0780       
13.1790        	86.1830        	411.1290       
13.1800        	86.1933        	411.1800       
13.1810        	86.2037        	411.2310       
13.1820        	86.2140        	411.2820       
13.1830        	86.2243        	411.3330       
13.1840        	86.2347        	411.3840       
13.1850        	86.2450        	411.4350       
13.1860        	86.2553        	411.4860       
13.1870        	86.2657        	411.5370       
13.1880        	86.2760        	411.5880       
13.1890        	86.2863        	411.6390       
13.1900        	86.2967        	411.6900       
13.1910        	86.3070        	411.7410       
13.1920        	86.3173        	411.7920       
13.1930        	86.3277        	411.8430       
13.1940        	86.3380        	411.8940       
13.1950        	86.3483        	411.9450       
13.1960        	86.3587        	411.9960       
13.1970        	86.3690        	412.0470       
13.1980        	86.3793        	412.0980       
13.1990        	86.3897        	412.1490       
13.2000        	86.4000        	412.2000       
13.2010        	86.4103        	412.2510       
13.2020        	86.4207        	412.3020       
13.2030        	86.4310        	412.3530       
13.2040        	86.4413        	412.4040       
13.2050        	86.4517        	412.4550       
13.2060        	86.4620        	412.5060       
13.2070        	86.4723        	412.5570       
13.2080        	86.4827        	412.6080       
13.2090        	86.4930        	412.6590       
13.2100        	86.5033        	412.7100       
13.2110        	86.5137        	412.7610       
13.2120        	86.5240        	412.8120       
13.2130        	86.5343        	412.8630       
13.2140        	86.5447        	412.9140       
13.2150        	86.5550        	412.9650       
13.2160        	86.5653        	413.0160       
13.2170        	86.5757        	413.0670       
13.2180        	86.5860        	413.1180       
13.2190        	86.5963        	413.1690       
13.2200        	86.6067        	413.2200       
13.2210        	86.6170        	413.2710       
13.2220        	86.6273        	413.3220       
13.2230        	86.6377        	413.3730       
13.2240        	86.6480        	413.4240       
13.2250        	86.6583        	413.4750       
13.2260        	86.6687        	413.5260       
13.2270        	86.6790        	413.5770       
13.2280        	86.6893        	413.6280       
13.2290        	86.6997        	413.6790       
13.2300        	86.7100        	413.7300       
13.2310        	86.7203        	413.7810       
13.2320        	86.7307        	413.8320       
13.2330        	86.7410        	413.8830       
13.2340        	86.7513        	413.9340       
13.2350        	86.7617        	413.9850       
13.2360        	86.7720        	414.0360       
13.2370        	86.7823        	414.0870       
13.2380        	86.7927        	414.1380       
13.2390        	86.8030        	414.1890       
13.2400        	86.8133        	414.2400       
13.2410        	86.8237        	414.2910       
13.2420        	86.8340        	414.3420       
13.2430        	86.8443        	414.3930       
13.2440        	86.8547        	414.4440       
13.2450        	86.8650        	414.4950       
13.2460        	86.8753        	414.5460       
13.2470        	86.8857        	414.5970       
13.2480        	86.8960        	414.6480       
13.2490        	86.9063        	414.6990       
13.2500        	86.9167        	414.7500       
13.2510        	86.9270        	414.8010       
13.2520        	86.9373        	414.8520       
13.2530        	86.9477        	414.9030       
13.2540        	86.9580        	414.9540       
13.2550        	86.9683        	415.0050       
13.2560        	86.9787        	415.0560       
13.2570        	86.9890        	415.1070       
13.2580        	86.9993        	415.1580       
13.2590        	87.0097        	415.2090       
13.2600        	87.0200        	415.2600       
13.2610        	87.0303        	415.3110       
13.2620        	87.0407        	415.3620       
13.2630        	87.0510        	415.4130       
13.2640        	87.0613        	415.4640       
13.2650        	87.0717        	415.5150       
13.2660        	87.0820        	415.5660       
13.2670        	87.0923        	415.6170       
13.2680        	87.1027        	415.6680       
13.2690        	87.1130        	415.7190       
13.2700        	87.1233        	415.7700       
13.2710        	87.1337        	415.8210       
13.2720        	87.1440        	415.8720       
13.2730        	87.1543        	415.9230       
13.2740        	87.1647        	415.9740       
13.2750        	87.1750        	416.0250       
13.2760        	87.1853        	416.0760       
13.2770        	87.1957        	416.1270       
13.2780        	87.2060        	416.1780       
13.2790        	87.2163        	416.2290       
13.2800        	87.2267        	416.2800       
13.2810        	87.2370        	416.3310       
13.2820        	87.2473        	416.3820       
13.2830        	87.2577        	416.4330       
13.2840        	87.2680        	416.4840       
13.2850        	87.2783        	416.5350       
13.2860        	87.2887        	416.5860       
13.2870        	87.2990        	416.6370       
13.2880        	87.3093        	416.6880       
13.2890        	87.3197        	416.7390       
13.2900        	87.3300        	416.7900       
13.2910        	87.3403        	416.8410       
13.2920        	87.3507        	416.8920       
13.2930        	87.3610        	416.9430       
13.2940        	87.3713        	416.9940       
13.2950        	87.3817        	417.0450       
13.2960        	87.3920        	417.0960       
13.2970        	87.4023        	417.1470       
13.2980        	87.4127        	417.1980       
13.2990        	87.4230        	417.2490       
13.3000        	87.4333        	417.3000       
13.3010        	87.4437        	417.3510       
13.3020        	87.4540        	417.4020       
13.3030        	87.4643        	417.4530       
13.3040        	87.4747        	417.5040       
13.3050        	87.4850        	417.5550       
13.3060        	87.4953        	417.6060       
13.3070        	87.5057        	417.6570       
13.3080        	87.5160        	417.7080       
13.3090        	87.5263        	417.7590       
13.3100        	87.5367        	417.8100       
13.3110        	87.5470        	417.8610       
13.3120        	87.5573        	417.9120       
13.3130        	87.5677        	417.9630       
13.3140        	87.5780        	418.0140       
13.3150        	87.5883        	418.0650       
13.3160        	87.5987        	418.1160       
13.3170        	87.6090        	418.1670       
13.3180        	87.6193        	418.2180       
13.3190        	87.6297        	418.2690       
13.3200        	87.6400        	418.3200       
13.3210        	87.6503        	418.3710       
13.3220        	87.6607        	418.4220       
13.3230        	87.6710        	418.4730       
13.3240        	87.6813        	418.5240       
13.3250        	87.6917        	418.5750       
13.3260        	87.7020        	418.6260       
13.3270        	87.7123        	418.6770       
13.3280        	87.7227        	418.7280       
13.3290        	87.7330        	418.7790       
13.3300        	87.7433        	418.8300       
13.3310        	87.7537        	418.8810       
13.3320        	87.7640        	418.9320       
13.3330        	87.7743        	418.9830       
13.3340        	87.7847        	419.0340       
13.3350        	87.7950        	419.0850       
13.3360        	87.8053        	419.1360       
13.3370        	87.8157        	419.1870       
13.3380        	87.8260        	419.2380       
13.3390        	87.8363        	419.2890       
13.3400        	87.8467        	419.3400       
13.3410        	87.8570        	419.3910       
13.3420        	87.8673        	419.4420       
13.3430        	87.8777        	419.4930       
13.3440        	87.8880        	419.5440       
13.3450        	87.8983        	419.5950       
13.3460        	87.9087        	419.6460       
13.3470        	87.9190        	419.6970       
13.3480        	87.9293        	419.7480       
13.3490        	87.9397        	419.7990       
13.3500        	87.9500        	419.8500       
13.3510        	87.9603        	419.9010       
13.3520        	87.9707        	419.9520       
13.3530        	87.9810        	420.0030       
13.3540        	87.9913        	420.0540       
13.3550        	88.0017        	420.1050       
13.3560        	88.0120        	420.1560       
13.3570        	88.0223        	420.2070       
13.3580        	88.0327        	420.2580       
13.3590        	88.0430        	420.3090       
13.3600        	88.0533        	420.3600       
13.3610        	88.0637        	420.4110       
13.3620        	88.0740        	420.4620       
13.3630        	88.0843        	420.5130       
13.3640        	88.0947        	420.5640       
13.3650        	88.1050        	420.6150       
13.3660        	88.1153        	420.6660       
13.3670        	88.1257        	420.7170       
13.3680        	88.1360        	420.7680       
13.3690        	88.1463        	420.8190       
13.3700        	88.1567        	420.8700       
13.3710        	88.1670        	420.9210       
13.3720        	88.1773        	420.9720       
13.3730        	88.1877        	421.0230       
13.3740        	88.1980        	421.0740       
13.3750        	88.2083        	421.1250       
13.3760        	88.2187        	421.1760       
13.3770        	88.2290        	421.2270       
13.3780        	88.2393        	421.2780       
13.3790        	88.2497        	421.3290       
13.3800        	88.2600        	421.3800       
13.3810        	88.2703        	421.4310       
13.3820        	88.2807        	421.4820       
13.3830        	88.2910        	421.5330       
13.3840        	88.3013        	421.5840       
13.3850        	88.3117        	421.6350       
13.3860        	88.3220        	421.6860       
13.3870        	88.3323        	421.7370       
13.3880        	88.3427        	421.7880       
13.3890        	88.3530        	421.8390       
13.3900        	88.3633        	421.8900       
13.3910        	88.3737        	421.9410       
13.3920        	88.3840        	421.9920       
13.3930        	88.3943        	422.0430       
13.3940        	88.4047        	422.0940       
13.3950        	88.4150        	422.1450       
13.3960        	88.4253        	422.1960       
13.3970        	88.4357        	422.2470       
13.3980        	88.4460        	422.2980       
13.3990        	88.4563        	422.3490       
13.4000        	88.4667        	422.4000       
13.4010        	88.4770        	422.4510       
13.4020        	88.4873        	422.5020       
13.4030        	88.4977        	422.5530       
13.4040        	88.5080        	422.6040       
13.4050        	88.5183        	422.6550       
13.4060        	88.5287        	422.7060       
13.4070        	88.5390        	422.7570       
13.4080        	88.5493        	422.8080       
13.4090        	88.5597        	422.8590       
13.4100        	88.5700        	422.9100       
13.4110        	88.5803        	422.9610       
13.4120        	88.5907        	423.0120       
13.4130        	88.6010        	423.0630       
13.4140        	88.6113        	423.1140       
13.4150        	88.6217        	423.1650       
13.4160        	88.6320        	423.2160       
13.4170        	88.6423        	423.2670       
13.4180        	88.6527        	423.3180       
13.4190        	88.6630        	423.3690       
13.4200        	88.6733        	423.4200       
13.4210        	88.6837        	423.4710       
13.4220        	88.6940        	423.5220       
13.4230        	88.7043        	423.5730       
13.4240        	88.7147        	423.6240       
13.4250        	88.7250        	423.6750       
13.4260        	88.7353        	423.7260       
13.4270        	88.7457        	423.7770       
13.4280        	88.7560        	423.8280       
13.4290        	88.7663        	423.8790       
13.4300        	88.7767        	423.9300       
13.4310        	88.7870        	423.9810       
13.4320        	88.7973        	424.0320       
13.4330        	88.8077        	424.0830       
13.4340        	88.8180        	424.1340       
13.4350        	88.8283        	424.1850       
13.4360        	88.8387        	424.2360       
13.4370        	88.8490        	424.2870       
13.4380        	88.8593        	424.3380       
13.4390        	88.8697        	424.3890       
13.4400        	88.8800        	424.4400       
13.4410        	88.8903        	424.4910       
13.4420        	88.9007        	424.5420       
13.4430        	88.9110        	424.5930       
13.4440        	88.9213        	424.6440       
13.4450        	88.9317        	424.6950       
13.4460        	88.9420        	424.7460       
13.4470        	88.9523        	424.7970       
13.4480        	88.9627        	424.8480       
13.4490        	88.9730        	424.8990       
13.4500        	88.9833        	424.9500       
13.4510        	88.9937        	425.0010       
13.4520        	89.0040        	425.0520       
13.4530        	89.0143        	425.1030       
13.4540        	89.0247        	425.1540       
13.4550        	89.0350        	425.2050       
13.4560        	89.0453        	425.2560       
13.4570        	89.0557        	425.3070       
13.4580        	89.0660        	425.3580       
13.4590        	89.0763        	425.4090       
13.4600        	89.0867        	425.4600       
13.4610        	89.0970        	425.5110       
13.4620        	89.1073        	425.5620       
13.4630        	89.1177        	425.6130       
13.4640        	89.1280        	425.6640       
13.4650        	89.1383        	425.7150       
13.4660        	89.1487        	425.7660       
13.4670        	89.1590        	425.8170       
13.4680        	89.1693        	425.8680       
13.4690        	89.1797        	425.9190       
13.4700        	89.1900        	425.9700       
13.4710        	89.2003        	426.0210       
13.4720        	89.2107        	426.0720       
13.4730        	89.2210        	426.1230       
13.4740        	89.2313        	426.1740       
13.4750        	89.2417        	426.2250       
13.4760        	89.2520        	426.2760       
13.4770        	89.2623        	426.3270       
13.4780        	89.2727        	426.3780       
13.4790        	89.2830        	426.4290       
13.4800        	89.2933        	426.4800       
13.4810        	89.3037        	426.5310       
13.4820        	89.3140        	426.5820       
13.4830        	89.3243        	426.6330       
13.4840        	89.3347        	426.6840       
13.4850        	89.3450        	426.7350       
13.4860        	89.3553        	426.7860       
13.4870        	89.3657        	426.8370       
13.4880        	89.3760        	426.8880       
13.4890        	89.3863        	426.9390       
13.4900        	89.3967        	426.9900       
13.4910        	89.4070        	427.0410       
13.4920        	89.4173        	427.0920       
13.4930        	89.4277        	427.1430       
13.4940        	89.4380        	427.1940       
13.4950        	89.4483        	427.2450       
13.4960        	89.4587        	427.2960       
13.4970        	89.4690        	427.3470       
13.4980        	89.4793        	427.3980       
13.4990        	89.4897        	427.4490       
13.5000        	89.5000        	427.5000       
13.5010        	89.5103        	427.5510       
13.5020        	89.5207        	427.6020       
13.5030        	89.5310        	427.6530       
13.5040        	89.5413        	427.7040       
13.5050        	89.5517        	427.7550       
13.5060        	89.5620        	427.8060       
13.5070        	89.5723        	427.8570       
13.5080        	89.5827        	427.9080       
13.5090        	89.5930        	427.9590       
13.5100        	89.6033        	428.0100       
13.5110        	89.6137        	428.0610       
13.5120        	89.6240        	428.1120       
13.5130        	89.6343        	428.1630       
13.5140        	89.6447        	428.2140       
13.5150        	89.6550        	428.2650       
13.5160        	89.6653        	428.3160       
13.5170        	89.6757        	428.3670       
13.5180        	89.6860        	428.4180       
13.5190        	89.6963        	428.4690       
13.5200        	89.7067        	428.5200       
13.5210        	89.7170        	428.5710       
13.5220        	89.7273        	428.6220       
13.5230        	89.7377        	428.6730       
13.5240        	89.7480        	428.7240       
13.5250        	89.7583        	428.7750       
13.5260        	89.7687        	428.8260       
13.5270        	89.7790        	428.8770       
13.5280        	89.7893        	428.9280       
13.5290        	89.7997        	428.9790       
13.5300        	89.8100        	429.0300       
13.5310        	89.8203        	429.0810       
13.5320        	89.8307        	429.1320       
13.5330        	89.8410        	429.1830       
13.5340        	89.8513        	429.2340       
13.5350        	89.8617        	429.2850       
13.5360        	89.8720        	429.3360       
13.5370        	89.8823        	429.3870       
13.5380        	89.8927        	429.4380       
13.5390        	89.9030        	429.4890       
13.5400        	89.9133        	429.5400       
13.5410        	89.9237        	429.5910       
13.5420        	89.9340        	429.6420       
13.5430        	89.9443        	429.6930       
13.5440        	89.9547        	429.7440       
13.5450        	89.9650        	429.7950       
13.5460        	89.9753        	429.8460       
13.5470        	89.9857        	429.8970       
13.5480        	89.9960        	429.9480       
13.5490        	90.0063        	429.9990       
13.5500        	90.0167        	430.0500       
13.5510        	90.0270        	430.1010       
13.5520        	90.0373        	430.1520       
13.5530        	90.0477        	430.2030       
13.5540        	90.0580        	430.2540       
13.5550        	90.0683        	430.3050       
13.5560        	90.0787        	430.3560       
13.5570        	90.0890        	430.4070       
13.5580        	90.0993        	430.4580       
13.5590        	90.1097        	430.5090       
13.5600        	90.1200        	430.5600       
13.5610        	90.1303        	430.6110       
13.5620        	90.1407        	430.6620       
13.5630        	90.1510        	430.7130       
13.5640        	90.1613        	430.7640       
13.5650        	90.1717        	430.8150       
13.5660        	90.1820        	430.8660       
13.5670        	90.1923        	430.9170       
13.5680        	90.2027        	430.9680       
13.5690        	90.2130        	431.0190       
13.5700        	90.2233        	431.0700       
13.5710        	90.2337        	431.1210       
13.5720        	90.2440        	431.1720       
13.5730        	90.2543        	431.2230       
13.5740        	90.2647        	431.2740       
13.5750        	90.2750        	431.3250       
13.5760        	90.2853        	431.3760       
13.5770        	90.2957        	431.4270       
13.5780        	90.3060        	431.4780       
13.5790        	90.3163        	431.5290       
13.5800        	90.3267        	431.5800       
13.5810        	90.3370        	431.6310       
13.5820        	90.3473        	431.6820       
13.5830        	90.3577        	431.7330       
13.5840        	90.3680        	431.7840       
13.5850        	90.3783        	431.8350       
13.5860        	90.3887        	431.8860       
13.5870        	90.3990        	431.9370       
13.5880        	90.4093        	431.9880       
13.5890        	90.4197        	432.0390       
13.5900        	90.4300        	432.0900       
13.5910        	90.4403        	432.1410       
13.5920        	90.4507        	432.1920       
13.5930        	90.4610        	432.2430       
13.5940        	90.4713        	432.2940       
13.5950        	90.4817        	432.3450       
13.5960        	90.4920        	432.3960       
13.5970        	90.5023        	432.4470       
13.5980        	90.5127        	432.4980       
13.5990        	90.5230        	432.5490       
13.6000        	90.5333        	432.6000       
13.6010        	90.5437        	432.6510       
13.6020        	90.5540        	432.7020       
13.6030        	90.5643        	432.7530       
13.6040        	90.5747        	432.8040       
13.6050        	90.5850        	432.8550       
13.6060        	90.5953        	432.9060       
13.6070        	90.6057        	432.9570       
13.6080        	90.6160        	433.0080       
13.6090        	90.6263        	433.0590       
13.6100        	90.6367        	433.1100       
13.6110        	90.6470        	433.1610       
13.6120        	90.6573        	433.2120       
13.6130        	90.6677        	433.2630       
13.6140        	90.6780        	433.3140       
13.6150        	90.6883        	433.3650       
13.6160        	90.6987        	433.4160       
13.6170        	90.7090        	433.4670       
13.6180        	90.7193        	433.5180       
13.6190        	90.7297        	433.5690       
13.6200        	90.7400        	433.6200       
13.6210        	90.7503        	433.6710       
13.6220        	90.7607        	433.7220       
13.6230        	90.7710        	433.7730       
13.6240        	90.7813        	433.8240       
13.6250        	90.7917        	433.8750       
13.6260        	90.8020        	433.9260       
13.6270        	90.8123        	433.9770       
13.6280        	90.8227        	434.0280       
13.6290        	90.8330        	434.0790       
13.6300        	90.8433        	434.1300       
13.6310        	90.8537        	434.1810       
13.6320        	90.8640        	434.2320       
13.6330        	90.8743        	434.2830       
13.6340        	90.8847        	434.3340       
13.6350        	90.8950        	434.3850       
13.6360        	90.9053        	434.4360       
13.6370        	90.9157        	434.4870       
13.6380        	90.9260        	434.5380       
13.6390        	90.9363        	434.5890       
13.6400        	90.9467        	434.6400       
13.6410        	90.9570        	434.6910       
13.6420        	90.9673        	434.7420       
13.6430        	90.9777        	434.7930       
13.6440        	90.9880        	434.8440       
13.6450        	90.9983        	434.8950       
13.6460        	91.0087        	434.9460       
13.6470        	91.0190        	434.9970       
13.6480        	91.0293        	435.0480       
13.6490        	91.0397        	435.0990       
13.6500        	91.0500        	435.1500       
13.6510        	91.0603        	435.2010       
13.6520        	91.0707        	435.2520       
13.6530        	91.0810        	435.3030       
13.6540        	91.0913        	435.3540       
13.6550        	91.1017        	435.4050       
13.6560        	91.1120        	435.4560       
13.6570        	91.1223        	435.5070       
13.6580        	91.1327        	435.5580       
13.6590        	91.1430        	435.6090       
13.6600        	91.1533        	435.6600       
13.6610        	91.1637        	435.7110       
13.6620        	91.1740        	435.7620       
13.6630        	91.1843        	435.8130       
13.6640        	91.1947        	435.8640       
13.6650        	91.2050        	435.9150       
13.6660        	91.2153        	435.9660       
13.6670        	91.2257        	436.0170       
13.6680        	91.2360        	436.0680       
13.6690        	91.2463        	436.1190       
13.6700        	91.2567        	436.1700       
13.6710        	91.2670        	436.2210       
13.6720        	91.2773        	436.2720       
13.6730        	91.2877        	436.3230       
13.6740        	91.2980        	436.3740       
13.6750        	91.3083        	436.4250       
13.6760        	91.3187        	436.4760       
13.6770        	91.3290        	436.5270       
13.6780        	91.3393        	436.5780       
13.6790        	91.3497        	436.6290       
13.6800        	91.3600        	436.6800       
13.6810        	91.3703        	436.7310       
13.6820        	91.3807        	436.7820       
13.6830        	91.3910        	436.8330       
13.6840        	91.4013        	436.8840       
13.6850        	91.4117        	436.9350       
13.6860        	91.4220        	436.9860       
13.6870        	91.4323        	437.0370       
13.6880        	91.4427        	437.0880       
13.6890        	91.4530        	437.1390       
13.6900        	91.4633        	437.1900       
13.6910        	91.4737        	437.2410       
13.6920        	91.4840        	437.2920       
13.6930        	91.4943        	437.3430       
13.6940        	91.5047        	437.3940       
13.6950        	91.5150        	437.4450       
13.6960        	91.5253        	437.4960       
13.6970        	91.5357        	437.5470       
13.6980        	91.5460        	437.5980       
13.6990        	91.5563        	437.6490       
13.7000        	91.5667        	437.7000       
13.7010        	91.5770        	437.7510       
13.7020        	91.5873        	437.8020       
13.7030        	91.5977        	437.8530       
13.7040        	91.6080        	437.9040       
13.7050        	91.6183        	437.9550       
13.7060        	91.6287        	438.0060       
13.7070        	91.6390        	438.0570       
13.7080        	91.6493        	438.1080       
13.7090        	91.6597        	438.1590       
13.7100        	91.6700        	438.2100       
13.7110        	91.6803        	438.2610       
13.7120        	91.6907        	438.3120       
13.7130        	91.7010        	438.3630       
13.7140        	91.7113        	438.4140       
13.7150        	91.7217        	438.4650       
13.7160        	91.7320        	438.5160       
13.7170        	91.7423        	438.5670       
13.7180        	91.7527        	438.6180       
13.7190        	91.7630        	438.6690       
13.7200        	91.7733        	438.7200       
13.7210        	91.7837        	438.7710       
13.7220        	91.7940        	438.8220       
13.7230        	91.8043        	438.8730       
13.7240        	91.8147        	438.9240       
13.7250        	91.8250        	438.9750       
13.7260        	91.8353        	439.0260       
13.7270        	91.8457        	439.0770       
13.7280        	91.8560        	439.1280       
13.7290        	91.8663        	439.1790       
13.7300        	91.8767        	439.2300       
13.7310        	91.8870        	439.2810       
13.7320        	91.8973        	439.3320       
13.7330        	91.9077        	439.3830       
13.7340        	91.9180        	439.4340       
13.7350        	91.9283        	439.4850       
13.7360        	91.9387        	439.5360       
13.7370        	91.9490        	439.5870       
13.7380        	91.9593        	439.6380       
13.7390        	91.9697        	439.6890       
13.7400        	91.9800        	439.7400       
13.7410        	91.9903        	439.7910       
13.7420        	92.0007        	439.8420       
13.7430        	92.0110        	439.8930       
13.7440        	92.0213        	439.9440       
13.7450        	92.0317        	439.9950       
13.7460        	92.0420        	440.0460       
13.7470        	92.0523        	440.0970       
13.7480        	92.0627        	440.1480       
13.7490        	92.0730        	440.1990       
13.7500        	92.0833        	440.2500       
13.7510        	92.0937        	440.3010       
13.7520        	92.1040        	440.3520       
13.7530        	92.1143        	440.4030       
13.7540        	92.1247        	440.4540       
13.7550        	92.1350        	440.5050       
13.7560        	92.1453        	440.5560       
13.7570        	92.1557        	440.6070       
13.7580        	92.1660        	440.6580       
13.7590        	92.1763        	440.7090       
13.7600        	92.1867        	440.7600       
13.7610        	92.1970        	440.8110       
13.7620        	92.2073        	440.8620       
13.7630        	92.2177        	440.9130       
13.7640        	92.2280        	440.9640       
13.7650        	92.2383        	441.0150       
13.7660        	92.2487        	441.0660       
13.7670        	92.2590        	441.1170       
13.7680        	92.2693        	441.1680       
